girls,rating_R,cast,man,man,high,high,family,father,country,rating_TV-G,rating_NR,love,love,woman,home,rating_G,american,duration,black,life,life,rating_TV-MA,teen,rating_PG,series,rating_TV-Y,world,world,release_year,rating_TV-14,school,movie,type,director,christmas,girl,girl,city,rating_TV-Y7,rating_PG-13
0,0.0,4573,0,0,0,0,0,0,3954,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,0.9276458709535377,0,0.0,0,0.0,0,0,2020.7105834838142,0.07235412904646232,0,0,1,7252,0,0,0,0,0.0,0.0
0,0.0,6055,0,0,0,0,0,0,4096,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,0.9228395830153695,0,0.0,0,0.0,0,0,2019.768518749046,0.0771604169846305,0,0,1,1546,0,0,1,0,0.0,0.0
0,0.0,7591,0,0,0,0,1,0,4655,0.0,0.0,0,0,0,0,0.0,0,4,0,0,0,0.0,0,0.0,0,0.0,0,0,2016.0,1.0,0,0,1,9722,0,0,0,0,0.0,0.0
0,0.0,8960,0,0,0,0,0,0,1468,0.0,0.0,0,0,1,0,0.0,0,2,0,0,0,1.0,0,0.0,0,0.0,0,0,2020.0,0.0,0,0,1,3813,0,0,0,0,0.0,0.0
0,0.0,4218,0,0,0,0,0,0,3949,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,1.0,0,0.0,0,0.0,0,0,2021.0,0.0,0,0,1,9412,0,0,0,0,0.0,0.0
0,0.0,5260,0,0,0,0,0,0,5146,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,1.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,1,1878,0,0,0,1,0.0,0.0
0,0.0,4855,0,0,0,0,0,0,4096,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,0.0,0,0.0,0,0.0,0,1,2019.0,1.0,0,0,1,7672,0,0,0,0,0.0,0.0
0,0.0,8639,0,0,0,0,0,0,3944,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,1.0,0,0.0,0,0.0,0,1,2021.0,0.0,0,0,1,2999,0,0,0,0,0.0,0.0
0,0.0,5517,0,0,0,0,0,0,6044,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,1.0,0,0.0,0,0.0,0,0,2017.1755694863805,0.0,0,0,1,4663,0,0,0,0,0.0,0.0
0,0.0,2503,0,0,0,0,0,0,4096,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,1.0,0,0.0,0,0.0,0,0,2017.4848966392947,0.0,0,0,1,7498,0,0,0,0,0.0,0.0
0,0.0,9655,0,0,0,0,0,0,4071,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,1.0,0,0.0,0,0.0,0,0,2016.483170619909,0.0,0,0,1,6199,0,0,0,0,0.0,0.0
0,0.0,4041,0,0,0,0,0,0,1849,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,1.0,0,0.0,0,0.0,0,0,2019.9078072469983,0.0,0,0,1,8004,0,0,0,0,0.0,0.0
0,0.0,2619,0,0,0,0,0,0,3654,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,1.0,0,0.0,0,0.0,0,0,2018.8086070077775,0.0,0,0,1,7995,0,0,0,0,0.0,0.0
0,0.0,4074,0,0,0,0,0,0,1723,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,1.0,0,0.0,0,0.0,0,0,2019.4419589918928,0.0,0,0,1,4184,0,0,0,0,0.0,0.0
0,0.0,6980,0,0,0,0,0,0,9471,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,1.0,0,0.0,0,0.0,0,0,2018.4179092102672,0.0,0,0,1,9081,0,0,0,0,0.0,0.0
0,0.0,9546,0,0,0,0,0,0,4603,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,0.7274797864484002,0,0.0,0,0.0,0,0,2017.1824393593452,0.27252021355159983,0,0,1,7815,0,0,0,0,0.0,0.0
0,0.0,3462,0,0,0,0,0,0,6044,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,0.0,0,0.0,0,0.0,0,0,2010.3427216558775,1.0,0,0,1,5996,0,0,0,0,0.0,0.0
0,0.0,7288,0,0,0,0,0,0,4053,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,1.0,0,0.0,0,0.0,0,0,2018.6893311718156,0.0,0,0,1,9203,0,0,0,0,0.0,0.0
0,0.0,7871,0,0,0,0,0,0,4096,0.0,0.0,0,0,0,0,0.0,0,2,0,0,0,0.0,0,0.0,0,0.0,0,0,2017.5755836281755,0.928779181408778,0,0,1,1106,0,0,0,0,0.07122081859122198,0.0
0,0.0,1138,0,0,0,0,0,0,3944,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,0.0370885941251321,0,0.0,0,0.0,0,0,2015.1483543765005,0.9629114058748679,0,0,1,1605,0,0,0,0,0.0,0.0
0,0.0,8951,0,0,0,0,0,0,3654,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,0.0,0,0.0,0,0.0,0,0,2016.0,1.0,1,0,1,8786,0,0,0,0,0.0,0.0
0,0.0,2610,0,0,0,0,0,0,1812,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,0.9413425472805236,0,0.0,0,0.0,0,0,2015.1759723581583,0.05865745271947642,0,0,1,9186,0,0,0,0,0.0,0.0
0,0.0,8424,0,0,0,0,0,0,1325,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,1.0,0,0.0,0,0.0,0,0,2020.0,0.0,0,0,1,3400,0,0,0,0,0.0,0.0
0,0.0,6729,0,0,0,0,0,0,4092,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,0.020697445659522473,0,0.0,0,0.0,0,0,2019.0206974456596,0.9793025543404775,0,0,1,1797,0,0,0,0,0.0,0.0
0,0.0,1659,0,0,0,0,0,0,3968,0.0,0.0,0,0,0,0,0.0,0,3,0,0,0,1.0,0,0.0,0,0.0,0,0,2018.51938576583,0.0,0,0,1,5191,0,0,0,0,0.0,0.0
0,0.0,3141,0,0,0,0,0,0,6092,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,0.0,0,0.0,0,0.0,0,0,2016.5129802506583,0.18587746866770227,0,0,1,4317,0,0,0,0,0.8141225313322977,0.0
0,0.0,5726,0,0,0,0,0,0,6044,0.0,0.0,0,0,0,0,0.0,0,3,0,0,0,0.3133950473241245,0,0.0,0,0.6866049526758755,0,0,2015.4330247633793,0.0,0,0,1,2738,0,0,0,0,0.0,0.0
0,0.0,7783,0,0,0,0,0,0,1751,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,0.3038651901452163,0,0.0,0,0.0,0,0,2016.1270563310165,0.6961348098547837,0,0,1,8865,0,0,0,0,0.0,0.0
0,0.0,2654,0,0,0,0,0,0,6044,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,0.005006056676262527,0,0.0,0,0.9949939433237375,0,0,2010.0450545100864,0.0,0,0,1,7249,0,0,0,0,0.0,0.0
0,0.0,5212,0,0,0,0,0,0,6044,0.0,0.0,0,0,0,0,0.0,0,3,0,0,0,1.0,0,0.0,0,0.0,0,0,2019.5520143709894,0.0,0,0,1,8807,0,0,0,0,0.0,0.0
0,0.0,8416,0,0,0,0,0,0,1813,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,1.0,0,0.0,0,0.0,0,0,2020.3625319130056,0.0,0,0,1,8599,0,0,0,0,0.0,0.0
0,0.0,9210,0,0,0,0,0,0,6044,0.0,0.0,0,0,0,0,0.0,0,4,0,0,0,1.0,0,0.0,0,0.0,0,0,2017.9126283680532,0.0,0,0,1,2656,0,0,0,0,0.0,0.0
0,0.0,4489,0,0,0,0,0,0,3961,0.0,0.0,0,0,0,0,0.0,0,1,0,0,0,0.8863541803441759,0,0.0,0,0.0,0,0,2015.7270836068835,0.1136458196558241,0,0,1,6189,0,0,0,0,0.0,0.0
