girls,help,rating_R,cast,man,man,high,high,family,father,country,young,rating_TV-G,love,love,rating_NC-17,woman,home,american,rating_G,duration,life,life,rating_TV-Y7-FV,rating_TV-MA,teen,rating_PG,series,rating_TV-Y,world,world,release_year,rating_TV-14,new,school,movie,type,director,rating_TV-PG,friends,girl,girl,boy,rating_TV-Y7,rating_PG-13
0,0,0.0,6005,0,0,0,0,0,0,7969,0,0.0,0,0,0.0,0,0,0,0.0,2,0,1,0.0,1.0,0,0.0,0,0.0,0,0,2019.0,0.0,1,0,0,1,2220,0.0,1,0,0,0,0.0,0.0
0,0,0.0,2682,0,0,0,0,0,0,3944,0,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0.0,0.042723281924654466,0,0.0,0,0.0,0,0,2016.128169845774,0.9572767180753455,0,0,0,1,9778,0.0,0,0,0,0,0.0,0.0
0,0,0.0,7164,0,0,0,0,0,0,9337,0,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0.0,0.0,0,0.0,0,0.0,0,0,1999.0,1.0,0,0,0,1,9143,0.0,0,0,0,0,0.0,0.0
0,0,0.0,9208,0,0,0,0,0,0,9337,0,1.0,0,0,0.0,0,1,0,0.0,2,0,0,0.0,0.0,0,0.0,0,0.0,0,0,2013.0,0.0,1,0,0,1,2997,0.0,0,0,0,0,0.0,0.0
0,0,0.0,1311,0,0,0,0,0,0,6044,0,0.0,0,0,0.0,0,1,0,0.0,10,0,0,0.0,0.0,0,0.0,0,0.0,0,1,1977.0,0.0,0,0,0,1,2537,1.0,0,0,0,0,0.0,0.0
0,0,0.0,7963,0,0,0,0,1,1,9337,0,0.0,0,0,0.0,0,0,0,0.0,10,0,0,0.0,1.0,0,0.0,1,0.0,0,0,2019.0,0.0,0,0,0,1,6630,0.0,0,0,0,0,0.0,0.0
0,0,0.0,4948,0,0,0,0,0,0,5146,0,0.0,1,1,0.0,0,0,0,0.0,1,0,0,0.0,0.0,0,0.0,0,0.0,0,0,2020.0,0.0,0,0,0,1,4924,1.0,0,0,0,0,0.0,0.0
0,0,0.0,2344,0,0,0,0,0,0,2644,0,0.0,0,0,0.0,0,0,0,0.0,1,0,1,0.0,1.0,0,0.0,0,0.0,0,0,2015.0,0.0,0,0,0,1,8588,0.0,0,0,0,0,0.0,0.0
0,0,0.0,5963,0,0,0,0,0,0,7969,0,0.0,0,0,0.0,0,0,0,0.0,2,0,0,0.0,0.0,0,0.0,0,0.0,0,1,2015.0,0.0,0,0,0,1,2537,0.0,0,0,0,0,1.0,0.0
0,0,0.0,5023,0,0,0,0,0,0,5288,0,0.0,0,0,0.0,0,0,0,0.0,3,0,0,0.0,1.0,1,0.0,0,0.0,0,0,2021.0,0.0,0,0,0,1,8599,0.0,0,0,0,0,0.0,0.0
0,0,0.0,4119,0,0,0,0,0,0,5146,0,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0.0,0.0,0,0.0,0,0.0,0,0,2021.0,1.0,0,0,0,1,7337,0.0,0,0,0,0,0.0,0.0
1,0,0.0,4374,0,0,0,0,0,0,9337,0,0.0,0,0,0.0,0,0,0,0.0,1,1,0,0.0,0.0,0,0.0,1,0.0,0,0,2016.0,1.0,0,0,0,1,4755,0.0,0,0,0,0,0.0,0.0
0,0,0.0,9783,0,0,1,1,0,0,9337,0,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0.0,0.0,0,0.0,0,0.0,0,0,2018.0,1.0,0,1,0,1,6443,0.0,0,0,0,0,0.0,0.0
0,0,0.0,5942,0,0,0,0,0,0,5146,0,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0.0,0.0,0,0.0,0,0.0,0,0,2021.0,1.0,0,0,0,1,8987,0.0,0,0,0,0,0.0,0.0
0,0,0.0,3249,0,0,0,0,0,0,9337,1,0.0,0,0,0.0,0,0,0,0.0,3,0,0,0.0,1.0,0,0.0,0,0.0,0,0,2021.0,0.0,0,0,0,1,7162,0.0,0,0,0,0,0.0,0.0
0,0,0.0,9503,0,0,0,0,1,0,5146,0,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0.0,0.0,0,0.0,1,0.0,0,0,2016.0,1.0,0,0,0,1,1278,0.0,0,0,0,0,0.0,0.0
0,0,0.0,3825,0,0,0,0,0,0,1325,0,0.0,0,0,0.0,0,0,0,0.0,1,0,1,0.0,1.0,0,0.0,0,0.0,0,0,2019.2880856731356,0.0,0,0,0,1,4615,0.0,0,0,0,0,0.0,0.0
1,0,0.0,3605,0,0,1,1,0,0,3543,0,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0.0,0.0,0,0.0,0,0.0,0,0,2017.0,0.0,0,0,0,1,6447,0.0,0,0,0,0,1.0,0.0
0,0,0.0,4607,0,0,0,0,0,0,4096,0,0.0,0,0,0.0,0,0,0,0.0,1,0,1,0.0,1.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,1,6938,0.0,0,0,0,0,0.0,0.0
0,0,0.0,3699,0,1,0,0,0,0,3654,0,0.0,0,0,0.0,1,0,0,0.0,1,0,0,0.0,0.0,0,0.0,0,0.0,0,0,2012.0,1.0,0,0,0,1,3128,0.0,0,0,0,0,0.0,0.0
1,0,0.0,4389,0,0,0,0,0,0,9337,0,0.0,0,0,0.0,0,0,0,0.0,1,1,0,0.0,0.0,0,0.0,1,0.0,0,0,2016.0,1.0,0,0,0,1,6814,0.0,0,0,0,0,0.0,0.0
0,0,0.0,5313,0,0,0,0,0,0,6044,0,0.0,0,0,0.0,0,0,0,0.0,2,0,0,0.0,1.0,0,0.0,0,0.0,0,0,1994.955564897306,0.0,0,0,0,1,2060,0.0,0,0,0,0,0.0,0.0
0,0,0.0,6504,1,0,0,0,0,0,9337,0,0.0,0,0,0.0,0,0,0,0.0,2,0,0,0.0,0.0,0,0.0,0,0.0,0,1,2014.0,0.0,0,0,0,1,5923,0.0,0,0,0,0,1.0,0.0
0,0,0.0,4104,0,0,0,0,0,0,1325,0,0.0,0,0,0.0,0,0,0,0.0,1,0,1,0.0,1.0,0,0.0,0,0.0,0,0,2020.0,0.0,0,0,0,1,8509,0.0,0,0,0,0,0.0,0.0
0,0,0.0,6032,0,0,0,0,0,0,9337,0,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0.0,0.20176462059410105,0,0.0,0,0.0,0,0,2010.4211754471291,0.0,0,0,0,1,7193,0.798235379405899,0,0,0,0,0.0,0.0
0,0,0.0,3200,0,0,0,0,0,0,9337,0,0.0,0,0,0.0,0,0,0,0.0,4,0,1,0.0,1.0,0,0.0,0,0.0,0,0,2020.0,0.0,0,0,0,1,9722,0.0,1,0,0,0,0.0,0.0
0,0,0.0,8541,0,0,0,0,0,0,8040,1,0.0,0,0,0.0,0,0,0,0.0,4,0,1,0.0,1.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,1,9399,0.0,0,0,0,0,0.0,0.0
0,0,0.0,1271,0,0,0,0,0,0,9337,0,0.0,0,0,0.0,0,0,0,0.0,1,0,1,0.0,1.0,0,0.0,0,0.0,0,0,2020.0,0.0,1,0,0,1,9045,0.0,1,0,0,0,0.0,0.0
0,1,0.0,5731,0,0,0,0,0,0,5057,0,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0.0,0.0,0,0.0,0,0.0,0,0,2021.0,1.0,0,0,0,1,6953,0.0,0,0,0,0,0.0,0.0
0,1,0.0,3068,0,0,0,0,0,0,4034,0,0.0,0,0,0.0,0,0,0,0.0,2,0,0,0.0,0.0,0,0.0,0,0.0,0,0,2019.0,0.0,0,0,0,1,6406,0.0,1,0,0,0,1.0,0.0
0,1,0.0,6515,0,0,0,0,0,0,9337,0,0.0,0,0,0.0,0,1,0,0.0,3,0,0,0.0,0.0,0,0.0,0,0.0,0,1,2020.0,0.0,0,0,0,1,9244,0.0,0,0,1,0,1.0,0.0
0,0,0.0,4715,0,0,0,0,1,0,3325,1,0.0,1,0,0.0,1,0,0,0.0,1,0,0,0.0,0.0,0,0.0,0,0.0,0,0,2018.0,1.0,0,1,0,1,3088,0.0,0,0,0,0,0.0,0.0
0,0,0.0,1432,0,0,0,1,0,0,9337,0,0.0,0,0,0.0,1,0,0,0.0,1,0,0,0.0,1.0,0,0.0,0,0.0,0,0,2021.0,0.0,0,0,0,1,8250,0.0,0,0,0,0,0.0,0.0
0,0,0.0,2686,0,0,0,0,0,0,1641,0,0.0,0,0,0.0,0,0,0,0.0,2,0,1,0.0,0.0,0,0.0,0,0.0,0,0,2020.0,1.0,1,0,0,1,5758,0.0,0,0,0,0,0.0,0.0
0,0,0.0,2186,0,0,0,0,0,0,4016,0,0.0,0,0,0.0,1,0,0,0.0,5,0,0,0.0,0.0,0,0.0,0,0.0,0,0,2004.8356461577696,1.0,0,0,0,1,9845,0.0,0,0,0,0,0.0,0.0
0,0,0.0,5167,0,0,0,0,0,0,5288,0,0.0,0,0,0.0,0,0,0,0.0,3,0,0,0.0,1.0,1,0.0,0,0.0,0,0,2021.0,0.0,0,0,0,1,3939,0.0,0,0,0,0,0.0,0.0
0,0,0.0,7465,0,0,0,0,0,0,9337,0,0.0,0,0,0.0,1,0,0,0.0,1,0,0,0.0,0.0,0,0.0,0,0.0,0,0,2016.0,1.0,0,0,0,1,7197,0.0,0,0,0,0,0.0,0.0
0,0,0.0,4126,0,1,0,0,0,0,9337,0,0.0,0,0,0.0,0,0,0,0.0,2,0,0,0.0,1.0,0,0.0,0,0.0,0,0,2019.1643959440153,0.0,0,0,0,1,9806,0.0,0,0,0,0,0.0,0.0
0,0,0.0,3638,0,0,0,0,0,0,7969,0,0.0,0,0,0.0,0,0,0,0.0,2,0,1,0.0,1.0,0,0.0,0,0.0,0,0,2019.0,0.0,1,0,0,1,4917,0.0,1,0,0,0,0.0,0.0
0,0,0.0,9926,0,0,0,0,0,0,1641,0,0.0,0,0,0.0,0,0,0,0.0,2,0,1,0.0,0.0,0,0.0,0,0.0,0,0,2020.0,1.0,1,0,0,1,2182,0.0,0,0,0,0,0.0,0.0
0,0,0.0,8148,0,0,0,0,0,0,3543,0,0.0,0,0,0.0,0,0,0,0.0,2,0,0,0.0,0.0,0,0.0,0,0.0,0,0,2012.0,0.0,0,1,0,1,1730,1.0,0,0,0,0,0.0,0.0
0,0,0.0,5700,0,0,0,0,0,0,9337,0,0.0,0,0,0.0,0,0,0,0.0,8,0,0,0.0,0.0,1,0.0,0,0.0,0,0,2005.0,1.0,0,0,0,1,8902,0.0,0,0,0,0,0.0,0.0
0,0,0.0,5067,0,0,0,0,0,0,1325,0,0.0,0,0,0.0,0,0,0,0.0,2,0,1,0.0,1.0,0,0.0,0,0.0,0,0,2021.0,0.0,0,0,0,1,4780,0.0,1,0,0,0,0.0,0.0
0,1,0.0,2074,0,0,0,0,0,0,4466,0,0.0,0,0,0.0,0,0,0,0.0,1,0,1,0.0,0.0,0,0.0,0,0.0,0,0,2019.0,1.0,0,0,0,1,5671,0.0,0,0,0,0,0.0,0.0
0,0,0.0,8731,0,1,0,0,0,0,8361,0,0.0,0,0,0.0,0,0,0,0.0,1,0,1,0.0,1.0,0,0.0,0,0.0,0,0,2017.0,0.0,0,0,0,1,7727,0.0,0,0,0,0,0.0,0.0
0,0,0.0,8187,0,0,0,0,1,0,3543,0,0.0,0,0,0.0,0,0,0,0.0,5,0,0,0.0,1.0,0,0.0,0,0.0,0,1,2021.0,0.0,0,0,0,1,8028,0.0,0,0,0,0,0.0,0.0
0,0,0.0,9746,0,0,0,0,0,0,6582,1,0.0,0,1,0.0,0,0,0,0.0,1,0,0,0.0,1.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,1,3690,0.0,0,0,0,0,0.0,0.0
0,0,0.0,8912,0,0,0,1,0,1,3654,0,0.0,0,0,0.0,0,1,0,0.0,1,0,0,0.0,0.0,0,0.0,0,0.0,0,0,2016.0,1.0,0,2,0,1,1610,0.0,0,0,1,0,0.0,0.0
0,0,0.0,3161,0,0,0,0,0,0,1325,0,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0.0,0.0,0,0.0,0,0.0,0,0,2016.567061847242,0.6417654618104982,0,0,0,1,2573,0.3582345381895018,0,0,0,0,0.0,0.0
0,0,0.0,7249,0,0,0,0,0,0,3325,0,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0.0,0.0,0,0.0,0,0.0,0,0,2010.0,0.0,0,0,0,1,1794,1.0,0,0,0,0,0.0,0.0
0,0,0.0,2752,0,1,0,0,0,0,3654,0,0.0,0,1,0.0,0,0,0,0.0,1,0,0,0.0,0.0,0,0.0,0,0.0,0,0,2005.0,1.0,0,0,0,1,8983,0.0,0,0,0,0,0.0,0.0
0,0,0.0,2324,0,0,0,0,0,0,6044,0,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0.0,1.0,0,0.0,0,0.0,0,0,1972.0,0.0,1,0,0,1,7620,0.0,0,0,0,0,0.0,0.0
0,0,0.0,3496,0,0,0,0,0,0,9337,0,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0.0,0.0,0,0.0,0,1.0,0,0,2018.5335129962134,0.0,0,0,0,1,3939,0.0,0,0,0,0,0.0,0.0
0,1,0.0,6351,0,0,0,0,0,0,9337,0,0.0,0,0,0.0,0,0,0,0.0,7,0,0,0.0,0.0,0,0.0,0,0.0,0,1,2018.0,1.0,0,0,0,1,4971,0.0,0,1,0,0,0.0,0.0
0,0,0.0,4337,0,0,0,0,0,0,9337,0,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0.0,0.0,0,0.0,0,0.0,0,0,2019.0,0.0,1,0,0,1,6139,1.0,0,0,0,0,0.0,0.0
0,0,0.0,2392,0,1,0,0,0,0,8420,0,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0.0,1.0,0,0.0,1,0.0,0,0,2020.0,0.0,0,0,0,1,9002,0.0,0,0,0,0,0.0,0.0
0,0,0.0,3034,0,0,0,1,0,0,4096,0,0.0,0,0,0.0,0,0,0,0.0,2,0,0,0.0,0.0,0,0.0,0,0.0,0,0,2017.0,1.0,0,2,0,1,7634,0.0,0,0,1,0,0.0,0.0
0,1,0.0,5934,0,0,0,0,0,0,7694,0,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0.0,0.0,0,0.0,0,1.0,0,1,2011.0,0.0,1,0,0,1,9105,0.0,0,0,0,0,0.0,0.0
