girls,help,rating_R,cast,man,man,little,time,house,high,high,father,country,love,love,rating_NR,woman,home,american,rating_G,duration,black,rating_TV-Y7-FV,rating_TV-MA,good,rating_PG,series,rating_TV-Y,world,world,release_year,rating_TV-14,day,new,school,type,director,rating_TV-PG,christmas,rating_TV-Y7,rating_PG-13
0,0,0.0,6754,0,0,0,0,0,0,0,0,3325,0,0,0.0,0,0,0,0.0,108,0,0.0,0.0,0,0.0,0,0.0,0,0,2017.2651312371247,1.0,0,0,0,0,2407,0.0,0,0.0,0.0
0,0,0.0,9504,0,1,0,0,0,0,0,0,1325,0,1,0.0,0,0,0,0.0,137,0,0.0,0.0,0,0.0,0,0.0,0,0,2012.0,1.0,0,0,0,0,3666,0.0,0,0.0,0.0
0,0,0.0,7900,0,0,0,0,0,0,0,0,1641,0,0,0.0,0,0,0,0.0,121,0,0.0,1.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,1855,0.0,0,0.0,0.0
0,0,0.0,6861,0,0,0,0,0,0,0,0,1325,0,0,0.0,0,0,0,0.0,115,0,0.0,0.0,0,0.0,0,0.0,0,0,2015.4912295052163,0.25438524739187385,0,0,0,0,8330,0.7456147526081262,0,0.0,0.0
0,0,0.0,8451,0,0,0,0,0,0,0,0,1325,0,0,0.0,0,0,0,0.0,120,0,0.0,0.0,0,0.0,0,0.0,0,0,2011.2433328691068,1.0,0,0,0,0,9006,0.0,0,0.0,0.0
0,0,0.0,1847,0,0,0,0,0,0,0,0,3944,0,0,0.21247410943310008,0,0,0,0.0,97,0,0.0,0.7875258905668999,0,0.0,0,0.0,0,0,2019.7251553434014,0.0,0,0,0,0,1083,0.0,0,0.0,0.0
0,0,0.0,6624,0,0,0,0,0,0,0,0,3325,0,0,0.0,0,0,0,0.0,121,0,0.0,0.6879878035234844,0,0.0,0,0.0,0,0,2013.9360365894295,0.31201219647651557,0,0,0,0,9286,0.0,0,0.0,0.0
0,0,0.0,6879,0,0,0,0,0,0,0,0,1325,0,0,0.0,0,0,0,0.0,117,0,0.0,0.0,0,0.0,0,0.0,0,0,2010.7808357132883,1.0,0,0,0,0,8175,0.0,0,0.0,0.0
0,0,0.0,7643,0,0,0,0,0,0,0,0,5253,0,0,0.0,0,0,0,0.0,133,0,0.0,1.0,0,0.0,0,0.0,0,0,2017.2443146571575,0.0,0,0,0,0,6994,0.0,0,0.0,0.0
0,0,0.0,3621,0,0,0,0,0,0,0,0,9337,0,0,0.0,0,0,0,0.0,105,0,0.0,1.0,0,0.0,0,0.0,0,0,2018.0954223249691,0.0,0,0,0,0,3050,0.0,0,0.0,0.0
0,0,0.0,2051,0,0,0,0,0,0,0,0,1325,0,0,0.0,0,0,0,0.0,98,0,0.0,1.0,0,0.0,0,0.0,0,0,2010.687344467389,0.0,0,0,0,0,3442,0.0,0,0.0,0.0
0,0,0.0,3847,0,0,0,0,0,0,0,0,1325,0,0,0.0,1,0,0,0.0,177,0,0.0,0.0,0,0.0,0,0.0,0,0,1994.3070821228264,1.0,0,0,0,0,9726,0.0,0,0.0,0.0
0,0,0.5252155689941381,3963,0,0,0,0,0,0,0,0,1743,0,0,0.0,0,0,0,0.0,102,0,0.0,0.4747844310058619,0,0.0,0,0.0,0,0,1993.9286646729004,0.0,0,0,0,0,4428,0.0,0,0.0,0.0
0,0,0.0,1255,0,0,0,0,0,0,0,0,1726,0,0,0.4844041223432206,0,0,0,0.0,104,0,0.0,0.0,0,0.0,0,0.0,0,0,2015.5155958776568,0.0,0,0,0,0,1632,0.0,0,0.0,0.0
0,0,0.0,6848,0,0,0,0,0,0,0,0,1856,0,0,0.0,0,0,0,0.0,86,0,0.0,1.0,0,0.0,0,0.0,0,0,2016.2114753974854,0.0,0,0,0,0,8013,0.0,0,0.0,0.0
0,0,0.19755919825347246,1689,0,0,0,0,0,0,0,0,7748,0,0,0.0,0,0,0,0.0,89,0,0.0,0.8024408017465275,0,0.0,0,0.0,0,0,2017.2219672157187,0.0,0,0,0,0,9070,0.0,0,0.0,0.0
0,0,0.0,3193,0,0,0,0,0,0,0,0,1325,0,0,0.0,0,0,0,0.0,130,0,0.0,1.0,0,0.0,0,0.0,0,0,2018.3156461163455,0.0,0,0,0,0,4308,0.0,0,0.0,0.0
0,0,0.0,7185,0,0,0,0,0,0,0,0,1325,0,0,0.0,0,0,0,0.0,109,0,0.0,0.0,0,0.0,0,0.0,0,1,2007.0,1.0,0,0,0,0,6682,0.0,0,0.0,0.0
0,0,0.0,5672,0,0,0,0,0,0,0,0,4022,0,0,0.0,0,0,0,0.0,99,0,0.0,1.0,0,0.0,0,0.0,0,0,2019.6249776470097,0.0,0,0,0,0,7869,0.0,0,0.0,0.0
0,0,0.0,8552,0,0,0,0,0,0,0,0,1325,0,0,0.0,0,0,0,0.0,162,0,0.0,0.0,0,0.0,0,0.0,0,0,1974.0,1.0,0,0,0,0,5652,0.0,0,0.0,0.0
0,0,0.0,5482,0,0,0,0,0,0,0,0,1325,0,0,0.0,0,0,0,0.0,135,0,0.0,0.0,0,0.0,0,0.0,0,0,2008.1828874922373,1.0,0,0,0,0,3014,0.0,0,0.0,0.0
0,0,0.0,1246,0,0,0,0,0,0,0,0,1325,0,0,0.0,0,0,0,0.0,116,0,0.0,0.0,0,0.0,0,0.0,0,0,2016.6712155378355,1.0,0,0,0,0,5055,0.0,0,0.0,0.0
