girls,help,rating_R,cast,man,man,little,time,house,high,high,father,country,love,love,rating_NR,woman,home,american,rating_G,duration,black,rating_TV-Y7-FV,rating_TV-MA,good,rating_PG,series,rating_TV-Y,world,world,release_year,rating_TV-14,day,new,school,type,director,rating_TV-PG,christmas,rating_TV-Y7,rating_PG-13
0,0,0.0,8851,0,0,0,0,0,0,0,0,9337,0,0,0.0,0,0,0,0.0,142,0,0.0,0.0,0,0.0,0,0.0,0,0,2008.0,1.0,0,0,0,0,3434,0.0,0,0.0,0.0
0,0,0.0,1511,0,0,0,0,0,0,0,0,1325,0,0,0.0,0,0,0,0.0,148,0,0.0,0.16605195802331585,0,0.0,0,0.0,0,0,1998.9889352444197,0.8339480419766842,0,0,0,0,5148,0.0,0,0.0,0.0
0,0,0.0,7165,0,0,0,0,0,0,0,0,3278,1,1,0.0,0,0,0,0.0,116,0,0.0,1.0,0,0.0,0,0.0,0,0,2020.0,0.0,0,0,0,0,8974,0.0,0,0.0,0.0
0,0,1.0,9885,0,0,0,0,0,0,0,0,6044,0,0,0.0,0,0,0,0.0,113,0,0.0,0.0,0,0.0,0,0.0,0,0,2015.0,0.0,0,0,0,0,4911,0.0,0,0.0,0.0
0,0,0.0,8121,0,1,0,0,0,0,0,0,9337,0,0,0.0,0,0,0,0.0,97,0,0.0,0.0,0,0.0,0,0.0,0,0,2018.0,1.0,0,0,0,0,1013,0.0,0,0.0,0.0
0,0,0.0,2336,0,0,0,0,0,0,0,0,7694,0,0,0.0,0,0,0,0.0,112,0,0.0,1.0,0,0.0,0,0.0,1,0,2020.0,0.0,0,0,0,0,4559,0.0,0,0.0,0.0
0,0,1.0,7469,0,0,0,0,0,0,0,0,9337,0,0,0.0,0,0,0,0.0,113,0,0.0,0.0,0,0.0,0,0.0,0,0,2015.0,0.0,0,0,0,0,4911,0.0,0,0.0,0.0
0,0,0.0,2199,0,0,0,0,0,0,0,0,1856,0,0,0.0,0,0,0,0.0,84,0,0.0,1.0,0,0.0,0,0.0,0,0,2016.0,0.0,0,0,0,0,8003,0.0,0,0.0,0.0
0,0,1.0,9087,0,0,0,0,0,0,0,0,9337,0,0,0.0,0,0,0,0.0,110,0,0.0,0.0,0,0.0,0,0.0,0,0,2015.0,0.0,0,0,0,0,6881,0.0,0,0.0,0.0
0,0,0.0,3328,0,0,0,0,0,0,0,0,1325,0,0,0.0,0,0,0,0.0,162,0,0.0,0.0,0,0.0,0,0.0,0,0,1974.324476277018,1.0,0,0,0,0,5650,0.0,0,0.0,0.0
0,0,0.0,2949,0,0,0,0,0,0,0,0,5146,0,0,1.0,0,0,0,0.0,111,0,0.0,0.0,0,0.0,0,0.0,0,0,2016.0,0.0,0,0,0,0,7617,0.0,0,0.0,0.0
0,0,0.0,5770,0,0,0,0,0,0,0,0,9337,0,0,0.0,0,0,0,0.0,130,0,0.0,1.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,4395,0.0,0,0.0,0.0
0,0,0.0,1210,0,0,0,0,0,0,0,0,1818,0,0,0.0,1,1,0,0.0,93,0,0.0,0.0,0,0.0,0,0.0,0,0,2017.0,0.0,0,0,0,0,8346,1.0,0,0.0,0.0
0,0,0.0,9962,0,0,0,0,0,0,0,1,6044,0,0,0.0,0,0,0,0.0,125,0,0.0,1.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,1,0,0,7988,0.0,0,0.0,0.0
0,0,0.0,6937,0,0,0,0,0,0,0,0,1856,0,0,0.0,0,0,0,0.0,81,0,0.0,1.0,0,0.0,0,0.0,0,0,1998.0,0.0,0,0,0,0,9931,0.0,0,0.0,0.0
0,0,0.0,7324,0,1,0,0,0,0,0,0,8849,0,0,0.0,0,0,0,0.0,94,0,0.0,0.0,0,0.0,0,0.0,0,0,2019.0,1.0,0,0,0,0,5312,0.0,0,0.0,0.0
0,0,0.0,8859,0,0,0,0,0,0,0,0,7694,0,0,0.0,0,0,0,0.0,127,0,0.0,0.0,0,0.0,0,0.0,0,1,2018.0,0.0,0,0,0,0,2885,0.0,0,0.0,1.0
0,0,0.0,7116,0,0,0,0,0,0,0,0,4096,0,0,0.0,0,0,0,0.0,72,0,0.0,0.0,0,0.0,0,0.0,0,0,2016.0,1.0,0,1,0,0,3717,0.0,0,0.0,0.0
0,0,0.0,3110,0,0,0,0,0,0,0,0,3654,0,0,0.0,0,0,0,0.0,117,0,0.0,0.5910392626219502,0,0.0,0,0.0,0,0,2011.820785252439,0.0,0,0,0,0,7801,0.0,0,0.0,0.40896073737804983
0,0,0.0,8599,0,0,0,0,0,0,0,0,2561,0,0,0.0,1,0,0,0.0,116,0,0.0,1.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,3465,0.0,0,0.0,0.0
0,0,0.0,1843,0,1,0,0,0,0,0,0,6762,0,0,0.0,0,0,0,0.0,137,0,0.0,0.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,4834,1.0,0,0.0,0.0
0,0,0.0,3503,0,0,0,0,0,0,0,0,1818,0,0,0.0,0,0,0,0.0,71,0,0.0,0.0,0,0.0,0,0.0,0,0,2020.0,1.0,1,0,0,0,2797,0.0,0,0.0,0.0
0,0,1.0,9925,0,0,0,0,0,0,0,0,6044,0,0,0.0,0,0,0,0.0,149,0,0.0,0.0,0,0.0,0,0.0,0,1,2002.0,0.0,0,0,0,0,2741,0.0,0,0.0,0.0
0,0,1.0,1048,0,0,0,0,0,0,0,0,6044,0,0,0.0,0,0,0,0.0,112,0,0.0,0.0,0,0.0,0,0.0,0,0,2008.0,0.0,0,0,0,0,4573,0.0,0,0.0,0.0
0,0,1.0,2411,0,0,0,0,0,0,0,0,3325,0,0,0.0,0,0,0,0.0,96,0,0.0,0.0,0,0.0,0,0.0,0,0,2015.0,0.0,0,0,0,0,6209,0.0,0,0.0,0.0
0,0,0.0,6071,0,0,0,0,0,0,0,0,8040,0,0,0.0,0,0,0,0.0,89,0,0.0,0.0,0,0.0,0,0.0,0,0,2016.0,0.0,0,1,0,0,9525,0.0,0,0.0,1.0
0,0,0.0,2593,0,0,0,0,0,0,0,0,4655,0,0,0.0,0,0,0,0.0,87,0,0.0,1.0,0,0.0,0,0.0,0,0,2018.4270400502667,0.0,0,0,0,0,1780,0.0,0,0.0,0.0
0,0,0.0,9450,0,0,0,0,0,0,0,0,1325,0,0,0.0,0,0,0,0.0,100,0,0.0,1.0,0,0.0,0,0.0,0,0,2021.0,0.0,0,0,0,0,9395,0.0,0,0.0,0.0
0,0,0.0,5383,0,0,0,0,0,0,0,0,1641,0,0,0.0,0,0,0,0.0,110,0,0.0,0.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,1,0,0,4760,0.0,0,0.0,0.0
0,0,0.0,3774,0,0,0,0,0,0,0,0,6692,0,0,0.0,0,0,0,0.0,107,0,0.0,1.0,0,0.0,0,0.0,0,0,2017.0529305125635,0.0,0,0,0,0,1807,0.0,0,0.0,0.0
0,0,0.0,3826,0,0,0,0,0,0,0,0,6582,0,0,0.0,0,0,0,0.0,95,0,0.0,1.0,0,0.0,0,0.0,0,0,2016.0,0.0,0,0,1,0,8710,0.0,0,0.0,0.0
0,0,0.0,1592,0,0,0,0,0,0,0,0,6692,1,0,0.0,0,0,0,0.0,101,0,0.0,1.0,0,0.0,0,0.0,0,0,2020.0,0.0,0,0,0,0,9116,0.0,0,0.0,0.0
0,0,0.0,2174,0,0,0,0,0,0,0,0,1680,0,0,0.0,0,0,0,0.0,124,0,0.0,0.0,0,0.0,0,0.0,0,0,2017.0,1.0,0,0,0,0,2039,0.0,0,0.0,0.0
0,0,0.0,5062,0,0,0,0,0,1,0,0,5146,0,0,0.0,0,0,0,0.0,137,0,0.0,1.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,4946,0.0,0,0.0,0.0
0,0,0.0,4889,0,0,0,0,0,0,0,0,1325,0,0,0.0,0,0,0,0.0,124,0,0.0,0.7454937053836646,0,0.0,0,0.0,0,0,2013.763518883849,0.25450629461633545,0,0,0,0,3254,0.0,0,0.0,0.0
0,0,0.8197412519033183,6429,0,0,0,0,0,0,0,0,5288,0,0,0.0,0,0,0,0.0,134,0,0.0,0.0,0,0.0,0,0.0,0,0,2007.8025874809668,0.18025874809668174,0,0,0,0,6108,0.0,0,0.0,0.0
0,1,1.0,1729,0,0,0,0,0,0,0,1,7694,0,0,0.0,0,0,0,0.0,88,0,0.0,0.0,0,0.0,0,0.0,0,0,2016.0,0.0,0,0,0,0,7036,0.0,0,0.0,0.0
0,0,1.0,4120,1,0,0,0,0,0,0,0,2608,0,1,0.0,0,0,0,0.0,108,0,0.0,0.0,0,0.0,0,0.0,0,1,2013.0,0.0,0,0,0,0,1254,0.0,0,0.0,0.0
0,0,0.0,8564,0,0,0,0,0,0,0,0,6044,0,0,0.0,0,0,0,0.0,95,0,0.0,0.0,0,0.0,0,0.0,0,0,2008.0,0.0,0,0,0,0,6139,0.0,0,0.0,1.0
0,0,1.0,6214,0,0,0,0,0,0,0,0,3944,0,0,0.0,0,0,0,0.0,106,0,0.0,0.0,0,0.0,0,0.0,0,0,2001.0,0.0,0,0,0,0,8357,0.0,0,0.0,0.0
0,0,0.0,6152,0,0,0,0,0,0,0,0,9337,0,0,0.0,0,0,0,0.0,118,0,0.0,0.0,0,0.0,0,0.0,0,0,2015.0,1.0,0,0,0,0,9179,0.0,0,0.0,0.0
0,0,0.0,7429,0,0,0,0,0,0,0,0,3598,0,0,0.0,1,0,0,0.0,84,0,0.0,0.0,0,0.0,0,0.0,0,0,2016.0,0.0,0,0,0,0,5389,0.0,0,0.0,1.0
0,0,0.0,1372,0,0,0,0,0,0,0,0,9753,0,0,0.0,0,0,0,0.0,103,0,0.0,0.0,0,0.0,0,0.0,0,0,2014.0,0.0,0,0,0,0,2675,0.0,0,0.0,1.0
0,0,0.0,3684,0,1,0,0,0,0,0,0,6304,0,0,0.0,1,0,0,0.0,95,0,0.0,0.0,0,0.0,0,0.0,0,0,2014.0,1.0,0,1,0,0,4350,0.0,0,0.0,0.0
0,0,0.0,4418,0,0,0,0,0,0,0,0,4655,0,0,0.0,0,0,0,0.0,114,0,0.0,1.0,0,0.0,0,0.0,0,0,2017.618777043469,0.0,0,0,0,0,4272,0.0,0,0.0,0.0
0,0,0.0,4775,0,0,0,0,0,0,1,0,1325,0,0,0.0,0,0,0,0.0,224,0,0.0,0.0,0,1.0,0,0.0,0,0,2001.0,0.0,0,0,0,0,4315,0.0,0,0.0,0.0
0,0,0.0,6901,0,0,0,0,0,1,1,0,4096,0,0,0.0,0,0,0,0.0,126,0,0.0,1.0,0,0.0,0,0.0,0,0,2018.0132437900513,0.0,0,0,0,0,4641,0.0,0,0.0,0.0
0,0,0.0,6195,0,1,0,0,0,0,0,0,3543,0,0,0.0,0,0,0,0.0,87,1,0.0,1.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,1370,0.0,0,0.0,0.0
0,0,0.0,6017,0,0,0,0,0,0,0,0,5288,0,0,0.0,0,0,0,0.0,127,0,0.0,0.0,0,0.0,0,0.0,0,1,2018.0,0.0,0,0,0,0,2885,0.0,0,0.0,1.0
0,0,0.0,1847,0,0,0,0,0,0,0,0,9337,0,0,0.0,0,0,0,0.0,121,0,0.0,1.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,1855,0.0,0,0.0,0.0
0,0,0.0,6743,0,0,0,0,0,0,0,0,4096,0,0,0.0,0,0,0,0.0,96,0,0.0,0.05259022734212038,0,0.0,0,0.0,0,0,2007.5784925007633,0.0,0,0,0,0,5530,0.9474097726578796,0,0.0,0.0
0,0,0.0,5377,0,1,0,0,0,0,0,0,3944,0,0,0.0,0,0,0,0.0,99,0,0.0,1.0,0,0.0,0,0.0,0,0,2021.0,0.0,0,0,0,0,1044,0.0,0,0.0,0.0
0,0,0.0,6667,0,1,0,0,0,0,0,0,9190,0,0,0.0,1,0,0,0.0,91,0,0.0,1.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,2379,0.0,0,0.0,0.0
0,0,1.0,8168,0,0,0,0,0,0,0,0,6044,0,1,0.0,1,0,0,0.0,120,0,0.0,0.0,0,0.0,0,0.0,0,0,2015.0,0.0,0,0,0,0,8928,0.0,0,0.0,0.0
0,0,0.0,5978,0,0,0,0,0,0,0,0,1641,0,0,0.0,0,0,0,0.0,75,0,0.0,1.0,0,0.0,0,0.0,0,0,2017.0,0.0,0,0,0,0,3204,0.0,0,0.0,0.0
0,0,0.0,2069,0,0,0,0,0,0,0,0,9337,0,0,0.0,0,0,0,0.0,102,0,0.0,1.0,0,0.0,0,0.0,1,0,2018.0,0.0,0,0,0,0,1547,0.0,0,0.0,0.0
0,0,0.0,9964,0,0,0,0,0,0,0,0,1468,0,0,0.0,0,0,0,0.0,97,0,0.0,1.0,0,0.0,0,0.0,0,0,2020.0,0.0,0,1,0,0,4416,0.0,0,0.0,0.0
0,0,0.0,7407,0,0,0,0,0,0,0,0,9337,0,0,0.0,0,0,0,0.0,119,0,0.0,0.1093333617379646,0,0.0,0,0.0,0,0,2017.218666723476,0.0,0,0,0,0,5835,0.0,0,0.0,0.8906666382620354
0,0,0.0,6553,0,0,0,0,0,0,0,0,3654,0,0,0.0,0,0,0,0.0,101,0,0.0,0.0,0,0.0,0,0.0,0,0,2020.0,1.0,0,0,0,0,3930,0.0,0,0.0,0.0
0,0,0.0,6630,0,0,0,0,0,0,0,0,1325,0,0,0.0,1,0,0,0.0,123,0,0.0,1.0,0,0.0,0,0.0,0,0,2021.0,0.0,0,0,0,0,7794,0.0,0,0.0,0.0
0,0,0.0,9752,0,0,0,0,0,0,0,0,5397,0,0,0.0,1,0,0,0.0,95,0,0.0,0.0,0,0.0,0,0.0,0,0,2006.0,0.0,0,1,0,0,5217,1.0,0,0.0,0.0
0,0,0.0,5133,0,0,0,0,0,0,0,0,4655,0,0,0.0,0,0,0,0.0,105,1,0.0,1.0,0,0.0,0,0.0,0,0,2021.0,0.0,0,1,0,0,9953,0.0,0,0.0,0.0
0,0,0.0,2494,0,0,0,0,0,0,0,1,1641,0,0,0.0,0,1,0,0.0,103,0,0.0,1.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,4545,0.0,0,0.0,0.0
0,0,0.0,2448,0,0,0,0,0,0,0,0,3944,0,0,1.0,0,0,0,0.0,79,0,0.0,0.0,0,0.0,0,0.0,0,0,2014.0,0.0,0,0,0,0,9912,0.0,0,0.0,0.0
0,0,0.0,5199,0,0,0,0,0,0,0,0,6044,0,0,0.0,0,0,0,0.0,141,0,0.0,0.0,0,0.0,0,0.0,0,0,2013.0,0.0,0,0,0,0,4820,0.0,0,0.0,1.0
0,0,0.0,4868,0,0,0,0,0,0,0,0,1325,0,0,0.0,0,0,0,0.0,148,0,0.0,0.0,0,0.0,0,0.0,0,0,2017.6911773867469,1.0,0,0,0,0,8874,0.0,0,0.0,0.0
0,0,0.0,5470,0,0,0,0,0,0,0,0,8040,0,0,0.0,0,0,0,0.0,95,0,0.0,1.0,0,0.0,0,0.0,0,0,2016.0,0.0,0,0,1,0,9572,0.0,0,0.0,0.0
0,0,0.0,3803,0,0,0,0,0,0,0,0,4096,0,0,0.0,0,0,0,0.0,86,0,0.0,0.0,0,0.0,0,0.0,0,0,2009.8397261410607,0.8397261410606552,0,0,0,0,9869,0.16027385893934476,0,0.0,0.0
0,1,1.0,5340,0,0,0,0,0,0,0,0,6044,0,0,0.0,0,0,0,0.0,92,0,0.0,0.0,0,0.0,0,0.0,0,0,2016.0,0.0,0,0,0,0,1346,0.0,0,0.0,0.0
0,0,0.0,2320,0,0,0,0,0,0,0,0,1723,0,0,0.0,0,0,0,0.0,108,0,0.0,1.0,0,0.0,0,0.0,0,0,2012.0,0.0,0,0,0,0,7250,0.0,0,0.0,0.0
0,0,0.0,2314,0,0,0,0,0,0,0,0,4096,0,0,0.0,0,0,0,0.0,87,0,0.0,1.0,0,0.0,0,0.0,0,0,1997.0,0.0,0,0,0,0,2636,0.0,0,0.0,0.0
0,0,0.0,4946,0,0,0,0,0,0,0,0,8420,0,0,0.0,0,0,0,0.0,108,0,0.0,0.0,0,0.0,0,0.0,0,0,2013.0,1.0,0,0,0,0,7082,0.0,0,0.0,0.0
0,0,0.0,3558,0,0,0,0,0,0,0,0,9494,0,1,0.0,1,0,0,0.0,118,0,0.0,0.0,0,0.0,0,0.0,0,0,2010.0,0.0,0,0,0,0,9477,1.0,0,0.0,0.0
0,0,0.0,9063,0,0,0,0,0,0,0,0,3944,0,0,1.0,0,0,0,0.0,94,0,0.0,0.0,0,0.0,0,0.0,0,0,1991.0,0.0,0,0,0,0,8357,0.0,0,0.0,0.0
0,0,1.0,9196,0,1,0,0,0,0,0,0,5288,0,0,0.0,0,0,0,0.0,138,0,0.0,0.0,0,0.0,0,0.0,0,0,2006.0,0.0,0,0,0,0,6133,0.0,0,0.0,0.0
0,0,0.0,1997,0,0,0,0,0,0,0,0,9337,0,0,0.0,0,0,0,0.0,130,0,0.0,1.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,4395,0.0,0,0.0,0.0
0,0,0.0,3695,0,0,0,0,0,0,0,0,9190,0,0,0.0,0,0,0,0.0,89,0,0.0,1.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,2379,0.0,0,0.0,0.0
0,0,0.0,7130,0,0,0,0,0,0,0,0,8646,0,0,0.0,0,0,0,0.0,78,0,0.0,0.0,0,0.0,0,0.0,0,0,2018.7072138530948,0.9024046176982676,0,0,0,0,6689,0.09759538230173237,0,0.0,0.0
0,0,1.0,1535,0,0,0,0,0,0,0,0,6044,0,0,0.0,0,0,0,0.0,149,0,0.0,0.0,0,0.0,0,0.0,0,1,2002.0,0.0,0,0,0,0,2741,0.0,0,0.0,0.0
0,0,1.0,4010,0,0,0,0,0,0,0,0,6044,0,0,0.0,0,0,0,0.0,108,0,0.0,0.0,0,0.0,0,0.0,0,0,2015.2820156240616,0.0,0,0,0,0,4894,0.0,0,0.0,0.0
0,0,1.0,2842,0,0,0,0,0,0,1,0,9337,0,0,0.0,0,0,0,0.0,89,0,0.0,0.0,0,0.0,0,0.0,0,0,2017.0,0.0,0,0,0,0,3546,0.0,0,0.0,0.0
0,0,1.0,5745,0,0,0,0,0,0,0,0,5057,0,0,0.0,0,0,0,0.0,106,0,0.0,0.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,6085,0.0,0,0.0,0.0
0,0,0.0,9148,0,0,0,0,0,0,0,0,1055,0,0,0.0,0,0,0,0.0,118,0,0.0,0.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,4885,0.0,0,0.0,1.0
0,0,0.0,3633,0,0,0,0,0,0,0,0,3944,0,1,0.0,1,0,0,0.0,92,0,0.0,1.0,0,0.0,0,0.0,0,0,2020.0,0.0,0,0,0,0,2537,0.0,0,0.0,0.0
0,0,0.0,9426,0,1,0,0,0,0,0,0,1325,0,0,0.0,0,0,0,0.0,135,0,0.0,0.0,0,0.0,0,0.0,0,0,2017.0,1.0,0,1,0,0,8114,0.0,0,0.0,0.0
0,0,0.0,5825,0,0,0,0,0,0,0,0,9337,0,0,0.0,0,0,0,0.0,89,0,0.0,0.0,0,0.0,0,0.0,0,0,1997.0,0.0,0,0,0,0,1448,0.0,0,0.0,1.0
0,0,0.0,4994,0,1,0,0,0,0,0,0,9494,0,0,0.0,0,0,0,0.0,104,0,0.0,1.0,0,0.0,0,0.0,0,0,2016.0,0.0,0,0,0,0,3206,0.0,0,0.0,0.0
0,0,1.0,2023,0,0,0,0,0,0,0,0,5288,0,0,0.0,0,1,0,0.0,105,0,0.0,0.0,0,0.0,0,0.0,0,0,2016.0,0.0,0,0,0,0,3192,0.0,0,0.0,0.0
0,0,0.0,2482,0,0,0,0,0,0,1,0,7694,0,0,0.0,0,0,0,0.0,128,0,0.0,1.0,0,0.0,0,0.0,0,0,2020.0,0.0,0,0,0,0,3192,0.0,0,0.0,0.0
0,0,0.0,3806,0,0,0,0,0,0,0,0,6304,0,0,0.0,0,0,0,0.0,110,0,0.0,1.0,0,0.0,1,0.0,0,0,2010.0,0.0,0,0,0,0,8028,0.0,0,0.0,0.0
0,0,0.0,7934,0,0,0,0,0,0,0,0,9337,0,0,0.0,0,0,0,0.0,93,0,0.0,0.0,0,0.0,0,0.0,0,0,2014.0,1.0,0,0,0,0,8028,0.0,0,0.0,0.0
0,0,0.0,1048,0,0,0,0,0,0,0,0,4089,0,0,0.0,0,0,0,0.0,76,0,0.0,1.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,1038,0.0,0,0.0,0.0
0,0,0.0,5718,0,0,0,0,0,0,0,0,1325,0,0,0.0,0,0,0,0.0,99,0,0.0,0.0,0,0.0,0,0.0,0,0,2019.7936957390946,0.5978985796981683,0,0,0,0,7061,0.4021014203018317,0,0.0,0.0
0,0,0.0,9306,0,0,0,0,0,0,0,0,4756,0,0,0.0,0,0,0,0.0,91,0,0.0,1.0,0,0.0,0,0.0,0,0,2018.0,0.0,1,0,0,0,2988,0.0,0,0.0,0.0
0,0,0.0,9806,0,0,0,0,0,0,0,0,1680,0,0,0.0,0,0,0,0.0,110,0,0.0,0.0,0,0.0,0,0.0,0,0,2019.0111107623263,0.22098769307485422,0,0,0,0,5031,0.7790123069251458,0,0.0,0.0
