rating_R,cast,finds,man,man,time,house,high,high,family,father,country,young,love,love,woman,rating_TV-G,home,rating_G,duration,life,life,rating_TV-MA,teen,rating_PG,old,series,rating_TV-Y,world,world,release_year,rating_TV-14,new,school,type,director,rating_TV-PG,friends,girl,girl,rating_TV-Y7,rating_PG-13
0.0,4657,0,0,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,2,0,0,0.0,0,0.0,0,0,0.0,0,0,2016.4604325088592,0.7697837455704024,0,0,1,7748,0.2302162544295976,0,0,0,0.0,0.0
0.0,7372,0,0,0,0,0,0,0,0,0,6044,0,0,0,0,0.21428882827639484,0,0.0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2019.3571335151707,0.0,0,0,1,1305,0.7857111717236052,0,0,0,0.0,0.0
0.0,9838,0,0,0,0,0,0,0,0,0,5734,0,0,0,0,0.0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2017.6374046775752,0.40935116939381355,0,0,1,5959,0.5906488306061864,0,0,0,0.0,0.0
0.0,3411,0,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,1,0,0,1.0,0,0.0,0,1,0.0,0,0,2021.0,0.0,0,0,1,8149,0.0,0,0,0,0.0,0.0
0.0,5133,0,0,0,0,0,0,0,0,0,3581,0,0,0,0,0.0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2020.0,1.0,0,0,1,1411,0.0,1,0,0,0.0,0.0
0.0,3819,0,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,1,0,0,1.0,0,0.0,0,0,0.0,0,0,2020.0,0.0,0,0,1,9622,0.0,0,0,0,0.0,0.0
0.0,7924,0,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,1,0,0,0.8399148235952026,0,0.0,0,0,0.0,0,0,2019.5197444707856,0.0,0,0,1,7256,0.16008517640479736,0,0,0,0.0,0.0
0.0,4426,0,0,0,0,0,0,0,0,0,3720,0,0,0,0,0.6787769014149175,0,0.0,1,0,0,0.32122309858508247,0,0.0,0,0,0.0,0,0,2018.0,0.0,0,0,1,9705,0.0,0,0,0,0.0,0.0
0.0,3054,0,0,0,0,0,0,0,0,0,5223,0,0,0,0,0.0,0,0.0,2,0,0,0.0,0,0.0,0,0,0.0,0,0,2018.9321069455666,0.3107023151888315,0,0,1,5626,0.6892976848111685,0,0,0,0.0,0.0
0.0,8662,0,0,0,0,0,0,0,0,0,5349,0,0,0,0,0.0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2019.1355184367856,0.5677592183927694,0,0,1,9650,0.43224078160723056,0,0,0,0.0,0.0
0.0,6901,0,0,0,0,0,0,0,0,0,4046,0,0,0,0,0.08964830486815667,0,0.0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2018.9103516951318,0.9103516951318433,0,0,1,2971,0.0,0,0,0,0.0,0.0
0.0,4048,0,0,0,0,0,0,0,0,0,3905,0,0,0,0,0.34414857904734264,0,0.0,1,0,0,0.6558514209526574,0,0.0,0,0,0.0,0,0,2018.6558514209526,0.0,0,0,1,4878,0.0,0,0,0,0.0,0.0
0.0,6835,0,0,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2017.9561160378769,1.0,0,0,1,1312,0.0,0,0,0,0.0,0.0
0.0,9484,0,0,0,0,0,0,0,0,0,5947,0,0,0,0,0.0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2017.6774298626358,0.0,0,0,1,3857,0.8924766208785851,0,0,0,0.10752337912141485,0.0
0.0,3994,0,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,1,0,0,0.7943799336563837,0,0.0,0,0,0.0,0,0,2019.7662796019383,0.0,0,0,1,5986,0.2056200663436163,0,0,0,0.0,0.0
0.0,9062,0,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,1,0,0,1.0,0,0.0,0,1,0.0,0,0,2021.0,0.0,0,0,1,6671,0.0,0,0,0,0.0,0.0
0.0,7639,0,0,0,0,1,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,4,0,0,0.0,0,0.0,0,0,0.0,0,0,2017.1707005780086,1.0,0,0,1,8130,0.0,0,0,0,0.0,0.0
0.0,8807,0,0,0,0,0,0,0,0,0,5359,0,0,0,0,0.0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2019.3095687342552,0.6547843671275638,0,0,1,8278,0.3452156328724362,0,0,0,0.0,0.0
0.0,8447,0,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,1,0,0,0.10420433294358489,0,0.0,0,0,0.0,0,0,2019.5831826682256,0.0,0,0,1,9704,0.8957956670564151,0,0,0,0.0,0.0
0.0,4274,0,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,3,0,0,0.0,0,0.0,0,0,0.0,0,0,2019.2301149568182,1.0,0,0,1,6610,0.0,0,0,0,0.0,0.0
0.0,6433,0,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,1,0,0,1.0,0,0.0,0,0,0.0,0,0,2011.0489210920314,0.0,0,0,1,3278,0.0,0,0,0,0.0,0.0
0.0,2195,0,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,2,0,0,0.9499966026170339,0,0.0,0,0,0.0,0,0,2019.7999864104681,0.0,0,0,1,1621,0.05000339738296611,0,0,0,0.0,0.0
0.0,5867,0,0,0,0,0,0,0,0,0,5542,0,0,0,0,0.3364042591055614,0,0.0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2017.645170186261,0.0,0,0,1,9464,0.6635957408944386,0,0,0,0.0,0.0
0.0,2309,0,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2016.1744431855009,0.9127784072495883,0,0,1,2674,0.08722159275041175,0,0,0,0.0,0.0
0.0,2825,0,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,1,0,0,1.0,0,0.0,0,1,0.0,0,0,2021.0,0.0,0,0,1,8866,0.0,0,0,0,0.0,0.0
0.0,3895,0,0,0,0,0,0,0,0,0,3984,0,0,0,0,0.0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2020.1942290530328,1.0,0,0,1,2351,0.0,0,0,0,0.0,0.0
0.0,3928,0,0,0,0,0,0,0,0,0,7969,0,0,0,0,0.0,0,0.0,1,0,0,0.7696459400850705,0,0.0,0,0,0.0,0,0,2016.0,0.0,0,0,1,4057,0.23035405991492952,0,0,0,0.0,0.0
0.0,7614,0,0,0,0,0,0,0,0,0,3543,0,0,0,0,0.4320778192485024,0,0.0,1,0,0,0.0,0,0.0,0,0,0.0,0,0,2019.135844361503,0.5679221807514976,0,0,1,5942,0.0,0,0,0,0.0,0.0
0.0,5454,0,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,3,0,0,0.0,0,0.0,0,0,0.0,0,0,2017.727032925724,0.6364835371380434,0,0,1,8865,0.3635164628619566,0,0,0,0.0,0.0
0.0,2335,0,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,1,0,0,1.0,0,0.0,0,0,0.0,0,0,2019.1117199764833,0.0,0,0,1,6510,0.0,0,0,0,0.0,0.0
0.0,8292,0,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,2,0,0,0.0,0,0.0,0,0,0.0,0,0,2018.1739077221391,0.0,0,0,1,9372,1.0,0,0,0,0.0,0.0
0.0,7426,0,0,0,0,0,0,0,0,0,4093,0,0,0,0,0.0,0,0.0,1,0,0,0.9650478190838814,0,0.0,0,0,0.0,0,0,2018.0,0.0,0,0,1,6665,0.034952180916118625,0,0,0,0.0,0.0
0.0,3218,0,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,1,0,0,0.0,0,0.0,0,1,0.0,0,0,2016.1154020696235,1.0,0,0,1,3534,0.0,0,0,0,0.0,0.0
0.675716743925602,7524,0,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,2,0,0,0.0,0,0.0,0,0,0.0,0,0,2016.9456995364465,0.0,0,0,1,4534,0.324283256074398,0,0,0,0.0,0.0
0.0,8672,0,0,0,0,0,0,0,0,0,4048,0,0,0,0,0.0,0,0.0,2,0,0,0.23130007307799694,0,0.0,0,0,0.0,0,0,2018.0,0.0,0,0,1,9501,0.7686999269220031,0,0,0,0.0,0.0
0.0,3966,0,0,0,0,0,0,0,0,0,1326,0,0,0,0,0.0,0,0.0,1,0,0,1.0,0,0.0,0,0,0.0,0,0,2020.9869743795637,0.0,0,0,1,8148,0.0,0,0,0,0.0,0.0
0.0,9703,0,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,1,0,0,1.0,0,0.0,0,1,0.0,0,0,2021.0,0.0,0,0,1,8033,0.0,0,0,0,0.0,0.0
