rating_R,cast,finds,little,time,family,father,country,young,rating_TV-G,love,love,woman,story,american,rating_G,king,duration,life,life,rating_TV-MA,teen,good,rating_PG,old,series,rating_TV-Y,world,world,release_year,rating_TV-14,movie,type,director,rating_TV-PG,christmas,friends,girl,girl,rating_TV-Y7,rating_PG-13
0.0,6496,0,0,0,0,0,3944,0,0.0,0,0,1,0,0,0.0,0,2,0,0,1.0,0,0,0.0,0,0,0.0,0,1,2019.0,0.0,0,1,6797,0.0,0,0,0,0,0.0,0.0
0.0,3906,0,0,0,0,0,4096,0,0.0,0,0,0,0,0,0.0,0,1,0,0,1.0,0,0,0.0,0,1,0.0,0,0,2020.0,0.0,0,1,4605,0.0,0,1,0,0,0.0,0.0
0.0,3930,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,0.0,0,1,0,0,1.0,0,0,0.0,0,0,0.0,0,0,2000.210213434966,0.0,0,1,9309,0.0,0,0,0,0,0.0,0.0
0.0,4209,0,0,0,0,0,7694,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0.0,0,0,0.0,0,0,0.0,0,0,2018.0,1.0,0,1,8241,0.0,0,0,0,0,0.0,0.0
0.0,1749,0,0,0,0,0,8040,0,0.0,0,0,0,0,0,0.0,0,3,0,0,1.0,0,0,0.0,0,1,0.0,0,0,2016.0,0.0,0,1,6204,0.0,0,0,0,0,0.0,0.0
0.0,3891,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,0.0,0,7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2019.43812049517,1.0,0,1,1126,0.0,0,0,0,0,0.0,0.0
0.0,8666,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0.0,0,0,0.0,0,0,0.0,0,0,2018.0,1.0,0,1,3757,0.0,0,0,0,0,0.0,0.0
0.0,9315,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,0.0,0,14,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2017.0236351074955,1.0,0,1,9736,0.0,0,0,0,0,0.0,0.0
0.0,6464,0,0,0,1,0,9337,0,0.0,0,0,0,0,0,0.0,0,1,0,0,1.0,0,0,0.0,1,0,0.0,0,0,2018.0,0.0,0,1,5563,0.0,0,0,0,0,0.0,0.0
0.0,3310,0,0,0,0,0,3543,0,0.0,0,0,0,0,0,0.0,0,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2017.0,1.0,0,1,4713,0.0,0,0,0,0,0.0,0.0
0.0,8778,0,0,0,0,1,9337,0,0.0,0,0,0,0,0,0.0,0,5,0,0,1.0,0,0,0.0,0,0,0.0,0,0,2017.0,0.0,0,1,6912,0.0,0,0,0,0,0.0,0.0
0.0,8559,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2014.0,1.0,0,1,6323,0.0,0,0,0,1,0.0,0.0
0.0,8287,0,0,0,0,0,5146,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.5476502434096928,0,0,0.0,0,0,0.0,0,1,2020.0,0.4523497565903072,0,1,3799,0.0,0,0,0,0,0.0,0.0
0.0,9547,0,0,0,0,0,9337,0,0.0,1,0,0,0,0,0.0,0,2,0,0,1.0,0,0,0.0,0,0,0.0,0,0,2021.0,0.0,0,1,8645,0.0,0,0,0,0,0.0,0.0
0.0,2332,0,0,0,0,1,9337,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2015.0,1.0,0,1,2580,0.0,0,0,0,0,0.0,0.0
0.0,2067,0,0,0,0,0,1325,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.36290157932392475,0,0,0.0,0,0,0.0,0,0,2014.6290157932392,0.6370984206760752,0,1,7045,0.0,0,0,0,0,0.0,0.0
0.0,2278,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,0.0,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2016.6540823990963,1.0,0,1,2521,0.0,0,0,0,0,0.0,0.0
0.0,3094,0,0,0,0,0,7694,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0.0,0,0,0.0,0,0,0.0,0,0,2018.0,1.0,0,1,2793,0.0,0,0,0,0,0.0,0.0
0.0,2411,0,0,0,0,0,9190,0,0.0,0,0,0,0,0,0.0,0,1,0,1,1.0,0,0,0.0,0,1,0.0,0,0,2012.0,0.0,0,1,2741,0.0,0,0,0,0,0.0,0.0
0.0,4528,0,0,0,0,0,1723,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2014.0,1.0,0,1,2869,0.0,0,0,0,0,0.0,0.0
0.0,7781,0,0,0,0,0,5057,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2017.0,1.0,0,1,4911,0.0,0,0,0,0,0.0,0.0
0.0,7133,0,0,0,0,0,3543,0,0.8848232142792131,0,0,0,0,0,0.0,0,4,0,0,0.11517678572078693,0,0,0.0,0,1,0.0,0,0,2000.188358928695,0.0,0,1,1909,0.0,0,0,0,0,0.0,0.0
0.0,4175,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,0.0,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2016.809856114081,1.0,0,1,3620,0.0,0,0,0,0,0.0,0.0
0.0,5760,1,0,0,0,0,4096,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.31555662986866295,0,0,0.0,0,0,0.0,0,0,2010.73334944803,0.684443370131337,0,1,4441,0.0,0,0,0,0,0.0,0.0
0.0,7534,0,0,0,1,0,1325,1,0.0,0,0,0,0,0,0.0,0,1,0,0,1.0,0,0,0.0,1,0,0.0,0,0,2019.0,0.0,0,1,4031,0.0,0,1,0,0,0.0,0.0
0.0,3000,0,0,0,0,0,4096,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2018.0,1.0,0,1,7082,0.0,0,0,0,0,0.0,0.0
0.0,7259,0,0,0,0,1,6304,0,0.0,1,0,0,0,0,0.0,0,1,0,0,1.0,0,0,0.0,0,0,0.0,0,0,2014.0,0.0,0,1,5972,0.0,0,0,0,0,0.0,0.0
0.0,8964,0,0,0,0,0,4655,0,0.0,0,0,1,0,0,0.0,0,2,0,0,1.0,0,0,0.0,0,0,0.0,0,1,2019.0,0.0,0,1,2687,0.0,0,0,0,0,0.0,0.0
0.0,4525,0,0,0,1,0,1325,1,0.0,0,0,0,0,0,0.0,0,1,0,0,1.0,0,0,0.0,1,0,0.0,0,0,2019.0,0.0,0,1,3373,0.0,0,1,0,0,0.0,0.0
0.0,6321,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,0.0,0,4,0,0,0.0,0,0,0.0,0,0,0.0,0,1,2021.0,0.0,0,1,8502,0.0,0,0,0,0,1.0,0.0
0.0,7281,0,0,0,0,0,5146,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2017.8672265200005,1.0,0,1,7254,0.0,0,0,0,0,0.0,0.0
0.0,9725,0,0,0,0,0,6304,0,0.0,0,0,0,0,0,0.0,0,1,0,1,1.0,0,0,0.0,0,0,0.0,0,0,2010.0,0.0,0,1,6178,0.0,0,0,0,0,0.0,0.0
0.0,8470,0,0,0,1,0,6692,0,0.0,0,0,1,0,0,0.0,0,1,0,0,1.0,0,0,0.0,0,0,0.0,0,0,2020.0,0.0,0,1,7331,0.0,0,0,0,0,0.0,0.0
0.0,5960,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,1,0.0,0,0,2021.0,1.0,0,1,8271,0.0,0,0,0,0,0.0,0.0
0.0,6799,0,0,0,0,0,7010,0,0.0,0,0,0,0,0,0.0,0,1,0,0,1.0,0,0,0.0,0,0,0.0,0,1,2021.0,0.0,0,1,5313,0.0,0,0,0,0,0.0,0.0
0.0,7617,0,0,0,0,0,9337,1,0.0,0,0,0,0,0,0.0,0,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2019.0,1.0,0,1,5667,0.0,0,0,0,1,0.0,0.0
0.0,4605,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,0.0,0,4,0,0,0.0,0,0,0.0,0,0,0.0,0,1,2021.0,0.0,0,1,6293,0.0,0,0,0,0,1.0,0.0
0.0,4811,0,0,0,0,0,4096,0,0.0,0,0,0,0,0,0.0,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2008.0,1.0,0,1,1793,0.0,0,0,1,0,0.0,0.0
0.0,3072,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,0.0,0,2,0,0,0.0,0,0,0.0,0,1,0.0,0,0,2019.0,0.0,0,1,2927,1.0,0,0,0,0,0.0,0.0
0.0,7351,0,0,0,0,0,7694,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0.0,0,0,0.0,0,0,0.0,0,0,2018.0,1.0,0,1,2636,0.0,0,0,0,0,0.0,0.0
0.0,7568,0,0,0,0,0,4096,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2006.132316625774,1.0,0,1,6338,0.0,0,0,0,0,0.0,0.0
0.0,6574,0,0,0,0,0,6582,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2019.0,1.0,0,1,7964,0.0,0,0,0,0,0.0,0.0
0.0,6638,1,0,0,0,0,6304,0,0.0,0,0,0,0,0,0.0,0,1,0,1,0.0,0,0,0.0,0,0,0.0,0,0,2013.0,1.0,0,1,9167,0.0,0,0,0,0,0.0,0.0
0.0,9131,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2015.5770390964299,1.0,0,1,8844,0.0,0,0,0,0,0.0,0.0
0.0,4209,0,0,0,0,0,7694,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0.0,0,0,0.0,0,0,0.0,0,0,2018.0,1.0,0,1,8241,0.0,0,0,0,0,0.0,0.0
0.0,8213,0,0,0,0,0,3944,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2013.0,1.0,0,1,6711,0.0,0,0,0,0,0.0,0.0
0.0,6838,0,0,0,1,0,9337,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2008.0,1.0,0,1,5389,0.0,0,0,0,0,0.0,0.0
0.0,8139,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,0.0,0,6,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2021.0,1.0,0,1,9037,0.0,0,0,0,0,0.0,0.0
0.0,4119,0,0,0,0,0,4096,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2015.2586754379906,1.0,0,1,9873,0.0,0,0,0,0,0.0,0.0
0.0,1105,0,0,0,0,0,1515,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2011.9108445355778,1.0,0,1,6953,0.0,0,0,0,0,0.0,0.0
0.0,7007,0,0,0,0,0,4655,1,0.0,0,0,1,0,0,0.0,0,5,0,0,1.0,0,0,0.0,0,0,0.0,0,1,2020.0,0.0,0,1,9309,0.0,0,0,0,0,0.0,0.0
0.0,8258,0,0,0,0,0,4096,0,0.0,0,0,0,0,0,0.0,0,1,0,0,1.0,0,0,0.0,0,0,0.0,0,0,2014.0,0.0,0,1,6860,0.0,0,0,0,0,0.0,0.0
0.0,7782,0,0,0,0,0,7694,1,0.0,0,0,1,0,0,0.0,0,1,0,0,1.0,0,0,0.0,0,0,0.0,0,0,2018.0,0.0,0,1,4008,0.0,0,0,0,0,0.0,0.0
0.0,1960,0,0,0,0,0,4466,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2018.0,1.0,0,1,2418,0.0,0,0,0,0,0.0,0.0
0.0,1915,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2018.0,0.0,0,1,5972,1.0,0,0,0,0,0.0,0.0
0.0,8554,0,0,0,1,1,7694,0,0.0,0,0,0,0,0,0.0,0,2,0,0,1.0,0,0,0.0,0,0,0.0,0,0,2021.0,0.0,0,1,1995,0.0,0,0,0,0,0.0,0.0
0.0,4269,0,0,0,1,0,9337,0,0.0,0,0,0,0,0,0.0,0,4,0,0,0.0,1,0,0.0,0,0,0.0,0,0,2019.0,1.0,0,1,2439,0.0,0,0,0,0,0.0,0.0
0.0,3094,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,0.0,0,2,0,1,0.0,0,0,0.0,0,0,0.0,0,0,2018.0,1.0,0,1,3685,0.0,0,0,0,0,0.0,0.0
0.0,4405,0,0,0,0,0,4466,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2018.0,1.0,0,1,6991,0.0,0,0,0,0,0.0,0.0
0.0,1358,0,0,0,0,1,3325,0,0.0,0,0,0,0,0,0.0,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2019.0,1.0,0,1,2433,0.0,0,0,0,0,0.0,0.0
0.0,7467,0,0,0,0,0,5146,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,1,2017.0,1.0,0,1,7274,0.0,0,0,0,0,0.0,0.0
0.0,7179,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,0.0,0,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2007.6968652618082,0.9419278948493102,0,1,2216,0.058072105150689834,0,0,0,0,0.0,0.0
0.0,4556,1,0,0,0,1,9337,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2016.0,1.0,0,1,5064,0.0,0,0,0,0,0.0,0.0
0.0,1503,1,0,0,0,0,1723,0,0.0,0,1,0,0,0,0.0,0,1,0,0,1.0,0,0,0.0,0,0,0.0,0,0,2021.0,0.0,0,1,4307,0.0,0,0,0,0,0.0,0.0
0.0,6282,0,0,0,0,0,3944,0,0.0,0,1,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,1,0.0,0,0,2010.0,0.0,0,1,5911,1.0,0,0,0,0,0.0,0.0
0.0,9807,0,0,0,0,0,3543,0,0.0,0,0,0,0,0,0.0,0,5,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2015.0,1.0,0,1,3651,0.0,0,0,0,0,0.0,0.0
0.0,9401,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,0.0,0,4,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2007.0,1.0,0,1,3236,0.0,0,0,0,0,0.0,0.0
0.0,6164,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,0.0,0,3,0,0,0.3267935854465648,0,0,0.0,0,0,0.0,0,0,2007.3267935854465,0.6732064145534352,0,1,1741,0.0,0,0,0,0,0.0,0.0
0.0,2345,0,0,0,0,0,5057,1,0.0,0,0,1,0,0,0.0,0,1,0,0,1.0,0,0,0.0,0,0,0.0,0,0,2017.0,0.0,0,1,3457,0.0,0,0,0,0,0.0,0.0
0.0,3800,0,0,0,0,0,3543,0,0.0,0,0,0,0,0,0.0,0,5,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2015.0,1.0,0,1,1903,0.0,0,0,1,0,0.0,0.0
0.0,6855,0,0,0,0,1,6304,0,0.0,1,0,0,0,0,0.0,0,1,0,0,1.0,0,0,0.0,0,0,0.0,0,0,2014.0,0.0,0,1,5972,0.0,0,0,0,0,0.0,0.0
0.0,7218,0,0,0,0,0,4466,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2018.0,1.0,0,1,6029,0.0,0,0,0,0,0.0,0.0
0.0,9656,0,0,0,1,0,4096,1,0.0,0,0,0,0,0,0.0,0,1,0,1,1.0,0,0,0.0,0,0,0.0,0,0,2016.0,0.0,0,1,2788,0.0,0,0,0,0,0.0,0.0
0.0,3283,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2020.0,1.0,0,1,9163,0.0,0,0,0,0,0.0,0.0
0.0,5373,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1997.7601521061035,1.0,0,1,1542,0.0,0,0,0,0,0.0,0.0
0.0,8629,0,0,0,0,0,4096,1,0.0,0,0,0,0,0,0.0,0,2,0,1,0.0,0,0,0.0,0,0,0.0,0,0,2016.0,1.0,0,1,8517,0.0,0,0,0,0,0.0,0.0
0.0,4464,0,0,0,0,0,1856,1,0.0,0,0,0,0,0,0.0,0,1,0,0,1.0,0,0,0.0,0,0,0.0,0,0,2020.0,0.0,0,1,8359,0.0,0,0,0,0,0.0,0.0
0.0,4716,0,0,0,0,0,1856,0,0.0,0,0,1,0,0,0.0,0,1,0,0,1.0,0,0,0.0,0,0,0.0,0,0,2020.0,0.0,0,1,5313,0.0,0,0,0,0,0.0,0.0
0.0,4227,0,0,0,0,0,4096,0,0.0,0,0,0,0,0,0.0,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2008.0,1.0,0,1,6845,0.0,0,0,1,0,0.0,0.0
0.0,9788,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,0.0,0,4,0,0,0.0,0,0,0.0,1,0,0.0,0,0,2017.0,0.0,0,1,9350,0.0,0,0,0,0,1.0,0.0
0.0,3882,0,0,0,0,1,6304,0,0.0,1,0,0,0,0,0.0,0,1,0,0,1.0,0,0,0.0,0,0,0.0,0,0,2014.0,0.0,0,1,5972,0.0,0,0,0,0,0.0,0.0
0.0,3663,0,0,0,0,0,5146,0,0.0,0,0,0,0,0,0.0,0,1,0,1,0.0,0,0,0.0,0,0,0.0,0,0,2019.0,1.0,0,1,5610,0.0,0,0,0,0,0.0,0.0
0.0,3507,0,0,0,0,0,4096,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2014.0,1.0,0,1,9530,0.0,0,0,0,0,0.0,0.0
0.0,7433,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,1,2020.0,1.0,0,1,8588,0.0,0,0,0,0,0.0,0.0
0.0,6979,0,0,0,1,0,9337,0,0.0,0,0,0,0,0,0.0,0,3,0,0,1.0,0,0,0.0,0,0,0.0,0,0,2021.0,0.0,0,1,2355,0.0,0,1,0,0,0.0,0.0
0.0,9198,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,0.0,0,5,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2020.0969046256698,1.0,0,1,1061,0.0,0,0,0,0,0.0,0.0
0.0,1824,0,0,0,0,0,3543,0,0.0,0,0,0,0,0,0.0,0,5,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2015.0,1.0,0,1,2380,0.0,0,0,1,0,0.0,0.0
0.0,5789,0,0,0,1,0,5057,0,0.0,0,0,0,0,0,0.0,0,1,0,0,1.0,0,0,0.0,0,0,0.0,0,0,2017.0,0.0,0,1,8155,0.0,0,0,0,0,0.0,0.0
0.0,3277,0,0,0,0,0,9304,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2020.0,1.0,0,1,6051,0.0,0,0,0,0,0.0,0.0
0.0,3969,0,0,0,0,0,4096,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2010.180798999054,1.0,0,1,7484,0.0,0,0,0,0,0.0,0.0
0.0,4468,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,0.0,0,13,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2018.8104024200923,1.0,0,1,5507,0.0,0,0,0,0,0.0,0.0
0.0,3853,0,0,0,0,0,1723,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2014.0,1.0,0,1,5316,0.0,0,0,0,0,0.0,0.0
0.0,7660,0,0,0,0,0,2561,0,0.0,0,0,0,0,0,0.0,0,1,0,1,0.0,0,0,0.0,0,0,0.0,0,0,2015.0,1.0,0,1,2090,0.0,0,0,0,0,0.0,0.0
0.0,7226,0,0,0,0,0,4096,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.4912184040850597,0,0,0.0,0,0,0.0,0,0,2016.9648736163401,0.5087815959149403,0,1,6991,0.0,0,0,0,0,0.0,0.0
0.0,2552,0,0,0,0,0,4096,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2016.1277085157153,1.0,0,1,6769,0.0,0,0,0,0,0.0,0.0
0.0,5143,0,0,0,0,0,4096,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.44525879330966656,0,0,0.0,0,0,0.0,0,0,2012.678881899645,0.5547412066903334,0,1,1909,0.0,0,0,0,0,0.0,0.0
0.0,4691,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,0.0,0,7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2018.0,1.0,0,1,2431,0.0,0,0,0,0,0.0,0.0
0.0,1108,0,0,0,1,0,9337,0,0.0,0,0,0,0,0,0.0,0,4,0,1,0.0,1,0,0.0,0,0,0.0,0,0,2020.0,1.0,0,1,9791,0.0,0,0,0,0,0.0,0.0
0.0,4668,0,0,0,1,0,1325,1,0.0,0,0,0,0,0,0.0,0,1,0,0,1.0,0,0,0.0,1,0,0.0,0,0,2019.0,0.0,0,1,4949,0.0,0,1,0,0,0.0,0.0
0.0,7012,0,0,0,0,0,1856,1,0.0,0,0,0,0,0,0.0,0,1,0,0,1.0,0,0,0.0,0,0,0.0,0,0,2020.0,0.0,0,1,8562,0.0,0,0,0,0,0.0,0.0
0.0,7024,0,0,0,1,0,9337,0,0.0,0,0,0,0,0,0.0,0,4,0,1,0.0,1,0,0.0,0,0,0.0,0,0,2020.0,1.0,0,1,6133,0.0,0,0,0,0,0.0,0.0
0.0,7706,0,0,0,0,0,9304,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2020.0,1.0,0,1,8325,0.0,0,0,0,0,0.0,0.0
