rating_R,cast,finds,little,time,family,father,country,young,rating_TV-G,love,love,woman,story,american,rating_G,king,duration,life,life,rating_TV-MA,teen,good,rating_PG,old,series,rating_TV-Y,world,world,release_year,rating_TV-14,movie,type,director,rating_TV-PG,christmas,friends,girl,girl,rating_TV-Y7,rating_PG-13
0.0,4370,0,0,0,0,0,3543,0,0.0,0,0,0,0,0,0.0,0,3,0,0,1.0,0,0,0.0,0,1,0.0,0,0,2019.0,0.0,0,1,6367,0.0,0,0,0,0,0.0,0.0
0.0,3891,0,0,0,0,0,4034,0,0.0,0,0,0,0,0,0.0,0,1,0,0,1.0,0,0,0.0,0,0,0.0,0,0,2019.4137195156402,0.0,0,1,6532,0.0,0,0,0,0,0.0,0.0
0.0,7256,0,0,0,0,0,7694,1,0.0,0,0,0,0,0,0.0,0,1,0,0,1.0,0,0,0.0,0,0,0.0,0,0,2021.0,0.0,0,1,6617,0.0,0,0,0,0,0.0,0.0
0.0,3686,0,0,0,0,0,4096,0,0.0,0,0,0,0,0,0.0,0,1,0,0,1.0,0,0,0.0,0,0,0.0,0,0,2021.0,0.0,0,1,3572,0.0,0,0,0,0,0.0,0.0
0.0,2373,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,0.0,0,3,0,0,1.0,0,0,0.0,0,0,0.0,0,0,2018.0,0.0,0,1,6387,0.0,0,0,0,0,0.0,0.0
0.0,6810,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.4594744057822534,0,0,0.0,0,0,0.0,0,0,2014.2163208404759,0.0,0,1,3280,0.5405255942177466,0,0,0,0,0.0,0.0
0.0,5348,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,0.0,0,2,0,0,1.0,0,0,0.0,0,0,0.0,0,0,2019.017368544331,0.0,0,1,1401,0.0,0,0,0,0,0.0,0.0
0.0,1356,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,0.0,0,1,0,0,1.0,0,0,0.0,0,0,0.0,0,0,2019.166836072393,0.0,0,1,6379,0.0,0,0,0,0,0.0,0.0
0.0,4441,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2000.756221913859,1.0,0,1,4320,0.0,0,0,0,0,0.0,0.0
0.0,1133,0,0,0,0,0,1909,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.20225769306904084,0,0,0.0,0,0,0.0,0,0,2014.202257693069,0.7977423069309592,0,1,5226,0.0,0,0,0,0,0.0,0.0
0.0,1308,0,0,0,0,0,3944,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.8469711349067078,0,0,0.0,0,0,0.0,0,0,2018.5409134047202,0.15302886509329217,0,1,2107,0.0,0,0,0,0,0.0,0.0
0.0,3759,0,0,0,0,0,5186,0,0.0,0,0,0,0,0,0.0,0,1,0,0,1.0,0,0,0.0,0,0,0.0,0,0,2017.4359959245169,0.0,0,1,4166,0.0,0,0,0,0,0.0,0.0
0.0,1170,0,0,0,0,0,9337,0,0.0,0,0,0,1,1,0.0,0,9,0,0,1.0,0,0,0.0,0,0,0.0,0,0,2019.0,0.0,0,1,1190,0.0,0,0,0,0,0.0,0.0
0.0,9067,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,0.0,0,1,0,0,1.0,0,0,0.0,0,0,0.0,0,0,2017.9067275240711,0.0,0,1,6444,0.0,0,0,0,0,0.0,0.0
0.0,3893,0,0,0,0,0,8420,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.28358033439081076,0,0,0.0,0,0,0.0,0,0,2015.8507410031725,0.7164196656091892,0,1,4082,0.0,0,0,0,0,0.0,0.0
0.0,7988,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,0.0,0,6,0,0,1.0,0,0,0.0,0,0,0.0,0,0,2012.9608286489545,0.0,0,1,9413,0.0,0,0,0,0,0.0,0.0
0.0,3503,0,0,0,0,0,7694,0,0.0,0,0,0,0,0,0.0,0,1,0,0,1.0,0,0,0.0,0,0,0.0,0,0,2019.880514863175,0.0,0,1,7708,0.0,0,0,0,0,0.0,0.0
0.0,7804,0,0,0,0,0,6044,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.02690899521251433,0,0,0.0,0,0,0.0,0,0,2013.1345449760627,0.0,0,1,6921,0.0,0,0,0,0,0.0,0.0
0.0,6125,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,0.0,0,6,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2018.363511700232,1.0,0,1,1137,0.0,0,0,0,0,0.0,0.0
0.0,8178,0,0,0,0,0,2375,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.2627671153197675,0,0,0.0,0,0,0.0,0,0,2016.5766026919187,0.7372328846802325,0,1,8178,0.0,0,0,0,0,0.0,0.0
0.0,4981,0,0,0,0,0,2380,0,0.0,0,0,0,0,0,0.0,0,1,0,1,0.2556278186907207,0,0,0.0,0,0,0.0,0,0,2016.0225112747628,0.7443721813092793,0,1,2145,0.0,0,0,0,0,0.0,0.0
0.0,2406,0,0,0,0,0,4655,0,0.0,0,0,0,0,0,0.0,0,1,0,0,1.0,0,0,0.0,0,0,0.0,0,0,2020.0,0.0,0,1,4255,0.0,0,0,0,0,0.0,0.0
0.0,3856,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,0.0,0,3,0,0,1.0,0,0,0.0,0,0,0.0,0,0,2017.3790052408235,0.0,0,1,2190,0.0,0,0,0,0,0.0,0.0
0.0,8683,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.45125468578676553,0,0,0.0,0,0,0.0,0,0,2017.2562734289338,0.5487453142132345,0,1,3651,0.0,0,0,0,0,0.0,0.0
0.0,7443,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,0.0,0,6,0,0,0.6391417084953108,0,0,0.0,0,0,0.0,0,0,2019.3608582915047,0.3608582915046892,0,1,2201,0.0,0,0,0,0,0.0,0.0
0.0,5630,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,0.0,0,3,0,0,0.500984184548412,0,0,0.0,0,0,0.0,0,0,2019.0,0.499015815451588,0,1,2413,0.0,0,0,0,0,0.0,0.0
0.0,1886,0,0,0,0,0,9337,0,0.0,0,0,0,0,0,0.0,0,7,0,0,0.6460089590708924,0,0,0.0,0,0,0.0,0,0,2017.0,0.3539910409291076,0,1,7269,0.0,0,0,0,0,0.0,0.0
0.0,2316,0,0,0,0,0,6135,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0.3616784447593213,0,0,0.0,0,0,0.0,0,0,2019.0,0.0,0,1,8285,0.6383215552406787,0,0,0,0,0.0,0.0
0.0,6994,0,0,0,0,0,3543,0,0.0,0,0,0,0,0,0.0,0,3,0,0,0.6534217837378402,0,0,0.0,0,0,0.0,0,0,2017.6136871349513,0.3465782162621598,0,1,7934,0.0,0,0,0,0,0.0,0.0
