help,rating_R,cast,man,man,finds,high,high,family,father,country,young,love,love,woman,home,duration,life,life,rating_TV-Y7-FV,rating_TV-MA,teen,good,rating_PG,old,series,rating_TV-Y,world,world,release_year,rating_TV-14,new,movie,type,group,director,rating_TV-PG,christmas,friends,rating_TV-Y7,rating_PG-13
0,0.0,3001,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2020.3793573101586,0.0,0,0,1,0,5285,1.0,0,0,0.0,0.0
0,0.0,3671,0,0,0,0,0,0,0,7819,0,0,0,0,0,1,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2017.0,0.0,0,0,1,0,8572,0.0,0,0,0.0,0.0
0,0.0,5252,0,0,0,0,0,0,0,6044,1,0,0,0,0,1,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2020.0,0.0,0,0,1,0,5008,0.0,0,0,0.0,0.0
0,0.0,2985,0,0,0,0,0,1,0,9337,0,0,0,0,0,4,0,1,0.0,0.0,1,0,0.0,0,0,0.0,0,0,2020.0,1.0,0,0,1,0,5236,0.0,0,0,0.0,0.0
0,0.0,7082,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2016.0594021562765,0.0,1,0,1,0,3903,0.0,0,0,0.0,0.0
0,0.0,9292,0,0,0,0,0,0,0,1325,1,0,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2015.0,1.0,0,0,1,0,4745,0.0,0,0,0.0,0.0
0,0.0,7564,0,0,0,0,0,0,0,6044,0,0,0,0,0,1,0,0,0.0,0.1263543741548786,0,0,0.0,0,0,0.0,0,0,2019.126354374155,0.0,0,0,1,0,9226,0.8736456258451214,0,0,0.0,0.0
0,0.0,9404,0,0,0,0,0,0,0,6044,1,0,0,0,0,1,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2020.0,0.0,0,0,1,0,8852,0.0,0,0,0.0,0.0
0,0.0,3670,0,0,0,0,0,0,0,6044,0,0,0,0,0,1,0,1,0.0,0.0,0,0,0.0,0,0,0.0,0,1,2019.0,0.0,0,0,1,1,5656,1.0,0,0,0.0,0.0
0,0.0,7608,0,1,0,0,0,1,0,5057,0,0,0,0,0,1,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2017.0,0.0,0,0,1,0,1667,0.0,0,0,0.0,0.0
