help,rating_R,cast,man,man,finds,high,high,family,father,country,young,love,love,woman,home,duration,life,life,rating_TV-Y7-FV,rating_TV-MA,teen,good,rating_PG,old,series,rating_TV-Y,world,world,release_year,rating_TV-14,new,movie,type,group,director,rating_TV-PG,christmas,friends,rating_TV-Y7,rating_PG-13
0,0.0,6363,0,0,0,0,0,0,0,9337,0,0,0,0,0,3,0,0,0.0,0.6841314853103206,0,0,0.0,0,0,0.0,0,0,2019.0523944559309,0.31586851468967936,0,0,1,0,1403,0.0,0,0,0.0,0.0
0,0.0,2152,0,0,0,0,0,0,0,3624,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2011.1052146167954,1.0,0,0,1,0,1549,0.0,0,0,0.0,0.0
0,0.0,7319,0,0,0,0,0,0,0,9337,0,0,0,0,0,3,0,0,0.0,0.4271858660146489,0,0,0.0,0,0,0.0,0,0,2019.5728141339853,0.0,0,0,1,0,4975,0.0,0,0,0.5728141339853511,0.0
0,0.0,1256,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,0.11389231516020504,0,0,0.0,0,0,0.0,0,0,2017.455569260641,0.886107684839795,0,0,1,0,2644,0.0,0,0,0.0,0.0
0,0.0,3887,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2004.874120029368,1.0,0,0,1,0,9739,0.0,0,0,0.0,0.0
0,0.0,7271,0,0,0,0,0,0,0,9337,0,0,0,0,0,4,0,0,0.0,0.8150887567925408,0,0,0.0,0,0,0.0,0,1,2019.2603550271701,0.18491124320745922,0,0,1,0,7892,0.0,0,0,0.0,0.0
0,0.0,2976,0,0,0,0,0,0,0,6044,0,0,0,0,0,3,0,0,0.0,0.03901918310033936,0,0,0.0,0,0,0.0,0,0,2007.5072493803043,0.9609808168996606,0,0,1,0,6198,0.0,0,0,0.0,0.0
0,0.0,5929,0,0,0,0,0,0,0,9337,0,0,0,0,0,7,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2013.921844717136,0.8701152948210074,0,0,1,0,8309,0.12988470517899264,0,0,0.0,0.0
0,0.0,9546,0,0,0,0,0,0,0,9337,0,0,0,0,0,4,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2020.0290072753448,0.0,0,0,1,0,8364,0.0,0,0,0.0,0.0
0,0.0,5000,0,0,1,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2020.6298738961734,0.37012610382649813,0,0,1,0,2324,0.0,0,0,0.6298738961735019,0.0
0,0.0,1437,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2020.0138832215318,0.0,0,0,1,0,1222,0.0,0,0,0.0,0.0
0,0.0,2632,0,0,0,0,0,0,0,3539,0,0,0,0,0,2,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2017.0328930774344,1.0,0,0,1,0,2004,0.0,0,0,0.0,0.0
0,0.0,4478,0,0,0,0,0,0,0,9337,0,0,0,0,0,4,0,0,0.0,1.0,0,0,0.0,0,0,0.0,0,0,2019.16432047903,0.0,0,0,1,0,2729,0.0,0,0,0.0,0.0
0,0.0,4898,0,0,0,0,0,0,0,9337,0,0,0,0,0,7,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2000.895818575105,1.0,0,0,1,0,1504,0.0,0,0,0.0,0.0
0,0.0,2333,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2014.5280797579917,0.8820199394978994,0,0,1,0,9307,0.11798006050210064,0,0,0.0,0.0
0,0.0,5124,0,0,0,0,0,0,0,9337,0,0,0,0,0,3,0,0,0.0,0.33770820881830743,0,0,0.0,0,0,0.0,0,0,2018.3245835823634,0.0,0,0,1,0,5677,0.6622917911816926,0,0,0.0,0.0
0,0.0,6911,0,0,0,0,0,0,0,6044,1,0,0,0,0,1,0,0,0.0,0.9369781052107985,0,0,0.0,0,0,0.0,0,0,2019.684890526054,0.0630218947892015,0,0,1,0,2014,0.0,0,0,0.0,0.0
0,0.0,3216,0,0,0,0,0,0,0,9337,0,0,0,0,0,2,0,0,0.0,0.40230310215381293,0,0,0.0,0,0,0.0,0,0,2019.7930906935385,0.5976968978461871,0,0,1,0,8822,0.0,0,0,0.0,0.0
0,0.0,6582,0,0,0,0,0,0,0,9337,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,2015.5365901653743,1.0,0,0,1,0,8456,0.0,0,0,0.0,0.0
