help,rating_R,cast,finds,man,man,high,high,family,father,country,young,love,love,woman,rating_NR,story,rating_G,duration,life,life,rating_TV-MA,teen,rating_PG,series,rating_TV-Y,world,world,release_year,rating_TV-14,new,school,movie,type,group,director,rating_TV-PG,christmas,friends,girl,girl,city,rating_PG-13
0,0.0,2559,0,0,0,0,0,0,0,4466,0,0,0,0,0.0,0,0.0,126,0,0,0.0,0,0.0,0,0.0,0,0,1985.7889203971722,1.0,0,0,0,0,0,4044,0.0,0,0,0,0,0,0.0
0,0.0,1713,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,117,0,0,0.0,0,0.0,0,0.0,0,0,2009.0,0.0,0,0,0,0,0,7173,0.0,0,0,0,0,0,1.0
0,0.0,6519,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,101,0,0,0.0,0,0.0,0,0.0,0,0,2018.0,1.0,0,0,0,0,0,6293,0.0,0,0,0,0,1,0.0
0,0.0,6833,0,0,0,0,0,0,0,4466,0,0,0,0,0.0,0,0.0,133,0,0,0.0,0,0.0,0,0.0,0,0,1981.0,1.0,0,0,0,0,0,4044,0.0,0,0,0,0,0,0.0
0,0.0,6361,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,103,0,0,0.0,0,0.7202799986015291,0,0.0,0,0,2017.0,0.27972000139847086,0,0,0,0,0,6321,0.0,0,0,0,0,0,0.0
0,0.0,1754,0,0,0,0,0,0,0,4096,0,0,1,0,0.0,0,0.0,74,0,1,0.0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,0,8178,1.0,0,0,0,0,0,0.0
0,0.0,8119,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,75,0,0,1.0,0,0.0,0,0.0,0,0,2020.0,0.0,0,0,0,0,0,3690,0.0,0,0,0,0,0,0.0
0,0.0,1868,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,117,0,0,0.0,0,0.0,0,0.0,0,0,2009.0,0.0,0,0,0,0,0,2765,0.0,0,0,0,0,0,1.0
0,0.0,7697,0,0,0,0,0,0,0,4455,0,0,0,0,0.0,0,0.0,137,0,0,0.0,0,0.0,0,0.0,0,0,1980.9419854493103,0.9709927246551281,0,0,0,0,0,7611,0.0,0,0,0,0,0,0.029007275344871908
0,0.0,5288,0,0,0,0,0,0,0,4096,0,0,0,0,0.0,0,0.0,103,0,0,0.0,0,0.6298738961735019,0,0.0,0,0,2018.480504415306,0.0,0,0,0,0,0,3736,0.0,0,0,0,0,0,0.0
