help,rating_R,cast,finds,man,man,high,high,family,father,country,young,love,love,woman,story,home,rating_G,king,duration,black,life,life,rating_TV-MA,rating_PG,series,world,world,release_year,rating_TV-14,new,school,movie,type,group,director,rating_TV-PG,christmas,friends,girl,girl,rating_TV-Y7,rating_PG-13
0,0.0,9233,0,0,0,0,0,0,0,4655,1,0,0,0,0,0,0.0,0,95,0,0,0,1.0,0.0,0,0,0,2017.0,0.0,0,0,0,0,0,2355,0.0,0,0,0,0,0.0,0.0
0,0.0,6034,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,69,0,0,0,0.0,0.0,0,0,0,2010.0,0.0,0,0,0,0,0,7912,0.0,0,0,0,0,1.0,0.0
0,0.0,6131,0,0,0,0,0,0,0,1325,0,0,0,0,0,0,0.0,0,145,0,0,0,0.0,0.0,0,0,0,2016.448162059942,0.7783088657060112,0,0,0,0,0,3690,0.0,0,0,0,0,0.0,0.2216911342939888
0,0.0,2107,0,0,0,0,0,0,0,9337,0,0,0,0,0,0,0.0,0,128,0,0,0,0.46793121793968084,0.0,0,0,0,2011.5510370511556,0.0,0,1,0,0,0,2118,0.0,0,0,0,0,0.0,0.5320687820603192
0,0.0,9938,0,0,0,0,0,0,0,6389,0,0,0,0,0,0,0.0,0,92,0,0,0,1.0,0.0,0,0,0,2018.1995286780864,0.0,0,0,0,0,0,7451,0.0,0,0,0,0,0.0,0.0
0,0.0,9627,0,0,0,0,0,0,0,9525,0,0,0,0,0,0,0.0,0,93,0,0,0,0.4525715537445957,0.5474284462554043,0,0,0,2015.0,0.0,0,0,0,0,0,7621,0.0,0,0,0,0,0.0,0.0
0,0.0,7241,0,0,0,0,0,0,0,1325,0,0,0,0,0,0,0.0,0,129,0,0,1,0.0,0.0,0,0,0,2016.0,1.0,0,0,0,0,0,2172,0.0,0,0,0,0,0.0,0.0
0,0.0,7003,0,0,0,0,0,0,0,1325,0,0,0,0,0,0,0.0,0,129,0,0,0,0.03920149908252746,0.0,0,0,0,2016.1568059963301,0.9607985009174725,0,0,0,0,0,2195,0.0,0,0,0,0,0.0,0.0
0,0.0,1356,0,0,0,0,0,0,0,4655,1,0,0,0,0,0,0.0,0,95,0,0,0,1.0,0.0,0,0,0,2017.0,0.0,0,0,0,0,0,2355,0.0,0,0,0,0,0.0,0.0
0,0.0,4219,0,0,0,0,0,0,0,1325,0,0,0,0,0,0,0.0,0,97,0,0,0,0.0,0.0,0,0,0,2014.010251142013,0.002562785503242626,0,0,0,0,0,7910,0.0,0,0,0,0,0.9974372144967574,0.0
