help,rating_R,cast,man,man,finds,house,time,high,high,father,country,young,love,love,woman,rating_TV-G,story,rating_NR,home,rating_G,duration,life,life,rating_TV-MA,teen,rating_PG,series,world,world,release_year,rating_TV-14,day,school,movie,type,director,rating_TV-PG,christmas,friends,girl,girl,boy,rating_PG-13
0,0.0,1060,0,0,0,0,0,0,0,0,3543,0,0,0,0,0.0,0,0.0,0,0.0,140,0,0,0.0,0,0.0,0,0,0,2015.0,1.0,0,0,0,0,3681,0.0,0,0,0,0,0,0.0
0,0.0,5814,0,0,0,0,0,0,0,0,6044,0,0,0,0,0.0,0,0.0,0,0.0,76,0,0,0.0,0,0.0,0,0,0,2012.0,1.0,0,0,0,0,5865,0.0,0,0,0,0,0,0.0
0,0.0,6210,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,0,0.0,116,0,0,0.0,0,0.0,0,0,0,2015.0,1.0,0,0,0,0,2377,0.0,0,0,0,0,0,0.0
0,0.0,8555,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,0,0.0,164,0,0,0.0,0,0.0,0,0,0,2015.0,1.0,0,0,0,0,5012,0.0,0,0,0,0,0,0.0
0,0.0,8784,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,0,0.0,128,0,0,0.0,0,0.0,0,0,0,2017.0,1.0,0,0,0,0,7683,0.0,0,0,0,0,0,0.0
0,0.0,5718,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.0,72,0,0,0.0,0,0.0,0,0,0,2017.0,0.0,0,0,0,0,1223,0.0,0,0,0,0,0,0.0
0,0.0,7094,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.0,142,0,0,0.0,0,0.0,0,0,0,1994.0,0.0,0,0,0,0,2537,0.0,0,0,0,0,0,1.0
0,0.0,8613,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,0,0.0,145,0,0,0.0,0,0.0,0,0,0,2017.0,1.0,0,0,0,0,9644,0.0,0,0,0,0,0,0.0
0,0.0,8776,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.0,99,0,0,1.0,0,0.0,0,0,0,2017.0,0.0,0,0,0,0,7795,0.0,0,0,0,0,0,0.0
0,0.0,9370,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,0,0.0,139,0,0,0.0,0,0.0,0,0,0,2008.0,1.0,0,0,0,0,3865,0.0,0,1,0,0,0,0.0
0,0.0,8529,0,0,0,0,0,0,0,0,1325,0,0,0,0,0.0,0,0.0,0,0.0,162,0,0,0.0,0,0.0,0,0,0,2002.0,1.0,0,0,0,0,3370,0.0,0,0,0,0,0,0.0
0,0.0,3831,0,0,0,0,0,0,0,0,9337,0,0,0,0,0.0,0,0.0,0,0.0,71,0,0,0.0,0,0.0,0,0,0,2009.0,0.0,0,0,0,0,2506,1.0,0,0,0,0,0,0.0
0,0.0,2493,0,0,0,0,0,0,0,0,6044,0,0,0,0,1.0,0,0.0,0,0.0,57,0,0,0.0,0,0.0,0,0,0,2015.0,0.0,0,0,0,0,8333,0.0,0,0,0,0,0,0.0
