help,rating_R,cast,little,finds,high,high,family,father,country,young,love,love,woman,story,american,king,duration,black,life,life,rating_TV-Y7-FV,rating_TV-MA,rating_PG,old,series,rating_TV-Y,world,world,release_year,rating_TV-14,new,school,movie,type,group,director,rating_TV-PG,christmas,girl,girl,rating_TV-Y7,rating_PG-13
0,0.0,7386,0,0,0,0,0,0,3325,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,2018.5017776322848,1.0,0,0,0,1,0,9301,0.0,0,0,0,0.0,0.0
0,0.0,1512,0,0,0,0,0,0,2912,0,0,0,0,0,0,0,2,0,0,0,0.0,1.0,0.0,0,0,0.0,0,0,2019.6057110058412,0.0,0,0,0,1,0,9213,0.0,0,0,0,0.0,0.0
0,0.0,3739,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,2,0,0,0,0.0,0.7632544886166609,0.0,0,0,0.0,0,0,2018.4734910227667,0.2367455113833391,0,0,0,1,0,7629,0.0,0,0,0,0.0,0.0
0,0.0,7618,0,0,0,0,0,0,3692,0,0,0,0,0,0,0,5,0,0,0,0.0,1.0,0.0,0,0,0.0,0,0,2020.0,0.0,0,0,0,1,0,3555,0.0,0,0,0,0.0,0.0
0,0.0,4981,0,0,0,0,0,0,5207,0,0,0,0,0,0,0,1,0,0,0,0.0,0.06810857734294962,0.0,0,0,0.0,0,0,2019.0681085773429,0.9318914226570504,0,0,0,1,0,1768,0.0,0,0,0,0.0,0.0
0,0.0,7207,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,2019.8491517983775,0.38361606720747177,0,0,0,1,0,1751,0.6163839327925282,0,0,0,0.0,0.0
0,0.0,1252,0,0,0,0,0,0,3867,0,0,0,0,0,0,0,2,0,0,0,0.0,0.8764649467813321,0.0,0,0,0.0,0,0,2017.2470701064374,0.12353505321866787,0,0,0,1,0,9040,0.0,0,0,0,0.0,0.0
0,0.0,6014,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0,0,0.0,0,0,2018.4731663436917,0.0,0,0,0,1,0,2253,0.0,0,0,0,0.0,0.0
0,0.0,1242,0,0,0,0,0,0,3543,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,2019.0,1.0,0,0,0,1,0,5475,0.0,0,0,0,0.0,0.0
0,0.0,8335,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,3,0,0,0,0.0,0.7783226497182634,0.0,0,0,0.0,0,0,2017.4433547005635,0.0,0,0,0,1,0,7264,0.22167735028173663,0,0,0,0.0,0.0
0,0.0,1659,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,2020.2985347318295,0.23382175605686661,0,0,0,1,0,4861,0.0,0,0,0,0.7661782439431334,0.0
0,0.0,9543,0,0,0,0,0,0,7744,0,0,0,0,0,0,0,1,0,0,0,0.0,0.5987182041132636,0.0,0,0,0.0,0,0,2020.5987182041133,0.0,0,0,0,1,0,2754,0.4012817958867364,0,0,0,0.0,0.0
0,0.0,5705,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,5,0,0,0,0.0,1.0,0.0,0,0,0.0,0,0,2019.0,0.0,0,0,0,1,0,3713,0.0,0,0,0,0.0,0.0
0,0.0,7943,0,0,0,0,0,0,4025,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,2018.2015243054743,0.159695138905114,0,1,0,1,0,3935,0.0,0,0,0,0.840304861094886,0.0
0,0.0,6109,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,2,0,0,0,0.0,0.23852739734362716,0.0,0,0,0.0,0,0,2010.8623287681235,0.0,0,0,0,1,0,7178,0.7614726026563728,0,0,0,0.0,0.0
0,0.0,2394,0,0,0,0,0,0,1403,0,0,0,0,0,0,0,1,0,0,0,0.0,0.5460496809233409,0.0,0,0,0.0,0,0,2017.1841987236933,0.45395031907665906,0,0,0,1,0,4020,0.0,0,0,0,0.0,0.0
0,0.0,9267,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,0,1,2019.1971810988402,0.19718109884023938,0,0,0,1,1,2506,0.8028189011597606,0,0,0,0.0,0.0
0,0.0,9943,0,0,0,0,0,0,7694,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0,0,0.0,0,0,2017.0058540930645,0.0,0,0,0,1,0,5358,0.0,0,0,0,0.0,0.0
0,0.0,8293,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,5,0,0,0,0.0,0.31924493442067947,0.0,0,0,0.0,0,0,2005.7041436228342,0.6807550655793205,0,0,0,1,0,8890,0.0,0,0,0,0.0,0.0
0,0.0,8957,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,2018.0,0.0,0,0,0,1,0,6419,0.0,0,0,0,1.0,0.0
0,0.0,8980,0,0,0,0,0,0,5841,0,0,0,0,0,0,0,1,0,0,0,0.0,0.7745036862891378,0.0,0,0,0.0,0,0,2020.5490073725782,0.2254963137108622,0,0,0,1,0,5954,0.0,0,0,0,0.0,0.0
0,0.0,3654,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,1,0,0,0,0.0,0.35958768050452317,0.0,0,0,0.0,0,0,2020.0,0.6404123194954768,0,0,0,1,0,7820,0.0,0,0,0,0.0,0.0
0,0.0,5803,0,0,0,0,0,0,7694,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,2019.0,0.0,0,1,0,1,0,3939,0.0,0,0,0,1.0,0.0
0,0.0,7020,0,0,0,0,0,0,6186,0,0,0,0,0,0,0,1,0,0,1,0.0,0.4524137051788183,0.0,0,0,0.0,0,0,2016.6193096414306,0.5475862948211817,0,0,0,1,0,8525,0.0,0,0,0,0.0,0.0
0,0.0,4725,0,0,0,0,0,0,5654,0,0,0,0,0,0,0,2,0,0,0,0.0,0.5657440189599535,0.0,0,0,0.0,0,0,2019.56574401896,0.0,0,0,0,1,0,3984,0.0,0,0,0,0.4342559810400465,0.0
0,0.0,7723,0,0,0,0,0,0,3391,0,0,0,0,0,0,0,1,0,0,0,0.3049871999050128,0.0,0.0,0,0,0.0,0,1,2017.475064000475,0.6950128000949872,0,0,0,1,0,6385,0.0,0,0,0,0.0,0.0
0,0.0,6853,0,0,0,0,0,0,3543,0,0,0,0,0,0,0,2,0,0,0,0.0,0.6569334504849685,0.0,0,0,0.0,0,0,2018.68613309903,0.34306654951503146,0,0,0,1,0,3208,0.0,0,0,0,0.0,0.0
0,0.0,4937,0,0,0,0,0,0,7694,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,2019.0,0.0,0,1,0,1,0,3939,0.0,0,0,0,1.0,0.0
0,0.0,4965,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,2,0,0,0,0.0,0.19427292306764798,0.0,0,0,0.0,0,0,2018.0,0.0,0,0,0,1,0,6605,0.0,0,0,0,0.805727076932352,0.0
0,0.0,9151,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,2021.0,1.0,1,0,0,1,0,1039,0.0,0,0,0,0.0,0.0
0,0.0,1999,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,7,0,0,0,0.0,1.0,0.0,0,0,0.0,0,0,2018.556785405853,0.0,0,0,0,1,0,2480,0.0,0,0,0,0.0,0.0
0,0.0,5926,0,0,0,0,0,0,3913,0,0,0,0,0,0,0,2,0,0,0,0.0,0.9250775487562398,0.0,0,0,0.0,0,0,2017.2247673537313,0.07492245124376018,0,0,0,1,0,6292,0.0,0,0,0,0.0,0.0
0,0.0,2523,0,0,0,0,0,0,1468,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0,0,0.0,0,1,2019.0,0.0,0,0,0,1,0,2951,0.0,0,0,0,0.0,0.0
0,0.0,6347,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0,0,0.0,0,0,2020.034585122702,0.0,0,0,0,1,0,6989,0.0,0,0,0,0.0,0.0
0,0.0,4762,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,1,0,0,0,0.0,0.6464575455123804,0.0,0,0,0.0,0,0,2015.111033000636,0.0,0,0,0,1,0,8138,0.35354245448761956,0,0,0,0.0,0.0
0,0.0,4610,0,0,0,0,0,0,7694,0,0,0,0,0,0,0,1,0,0,0,0.0,0.4084743409943943,0.0,0,0,0.0,0,0,2017.5915256590056,0.5915256590056057,0,0,0,1,0,8124,0.0,0,0,0,0.0,0.0
0,0.0,5559,0,0,0,0,0,0,6044,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,2018.0,0.0,1,0,0,1,0,5292,1.0,0,0,0,0.0,0.0
0,0.0,6230,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,2,0,0,0,0.0,1.0,0.0,0,0,0.0,0,0,2017.8241196413267,0.0,0,0,0,1,0,8807,0.0,0,0,0,0.0,0.0
0,0.0,2013,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,3,0,0,0,0.0,0.5799742594761013,0.0,0,0,0.0,0,1,2014.3797168542371,0.42002574052389874,0,0,0,1,0,8830,0.0,0,0,0,0.0,0.0
0,0.0,5505,0,0,0,0,0,0,4655,0,0,0,0,0,0,0,2,0,0,0,0.0,1.0,0.0,0,0,0.0,0,0,2020.0633968709378,0.0,0,0,0,1,0,4260,0.0,0,0,0,0.0,0.0
0,0.0,6004,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,2018.5129268422515,0.0,0,0,0,1,0,2446,0.7564634211258175,0,0,0,0.24353657887418245,0.0
0,0.0,9463,0,0,0,0,0,0,6044,0,0,0,0,0,0,0,3,0,0,0,0.0,0.7643855600734885,0.0,0,0,0.0,0,0,2019.7643855600734,0.0,0,0,0,1,0,2267,0.23561443992651154,0,0,0,0.0,0.0
0,0.0,7199,0,0,0,0,0,0,7866,0,0,0,0,0,0,0,1,0,0,0,0.0,0.31437129887338655,0.0,0,0,0.0,0,0,2020.0,0.0,0,0,0,1,0,4640,0.6856287011266134,0,0,0,0.0,0.0
0,0.0,1394,0,0,0,0,0,0,3226,0,0,0,0,0,0,0,1,0,0,0,0.0,0.14476424328903648,0.0,0,0,0.0,0,0,2018.0,0.8552357567109635,0,0,0,1,0,4050,0.0,0,0,0,0.0,0.0
0,0.0,9281,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,1,0,0,0,0.0,0.09471366727803987,0.0,0,0,0.0,0,0,2019.0,0.0,0,0,0,1,0,4626,0.9052863327219601,0,0,0,0.0,0.0
0,0.0,2848,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,1,0,0,0,0.0,0.9766133195768152,0.0,0,0,0.0,0,0,2016.602426432806,0.0,0,0,0,1,0,4873,0.023386680423184814,0,0,0,0.0,0.0
0,0.0,9058,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,2019.0,0.0,0,0,0,1,0,6792,0.0,0,0,0,0.8839696467848678,0.0
0,0.0,9377,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,1,0,0,0,0.0,0.6195654125069989,0.0,0,0,0.0,0,0,2021.0,0.0,0,0,0,1,0,2539,0.3804345874930011,0,0,0,0.0,0.0
0,0.0,7173,0,0,0,0,0,0,6177,0,0,0,0,0,0,0,1,0,0,1,0.0,0.48681993172165694,0.0,0,0,0.0,0,0,2016.8945594537734,0.5131800682783431,0,0,0,1,0,2213,0.0,0,0,0,0.0,0.0
0,0.0,8314,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,3,0,0,0,0.0,1.0,0.0,0,1,0.0,0,0,2016.9859862743733,0.0,0,0,0,1,0,7286,0.0,0,0,0,0.0,0.0
0,0.0,2668,0,0,0,0,0,0,5146,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,2009.0,1.0,0,0,0,1,0,7027,0.0,0,0,0,0.0,0.0
0,0.0,4404,0,0,0,0,0,0,6304,0,0,0,0,0,0,0,1,0,0,0,0.0,0.994828512142852,0.0,0,0,0.0,0,0,2018.0,0.005171487857148049,0,0,0,1,0,1601,0.0,0,0,0,0.0,0.0
0,0.0,4366,0,0,0,0,0,0,8281,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0,0,0.0,0,0,2016.1413959584938,0.0,0,0,0,1,0,3132,0.0,0,0,0,0.0,0.0
0,0.0,2704,0,0,0,0,0,0,5146,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,2014.9536256171991,1.0,0,0,0,1,0,6947,0.0,0,0,0,0.0,0.0
0,0.0,5051,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,3,0,0,0,0.0,0.7702657238005275,0.0,0,0,0.0,0,0,2018.0,0.0,0,0,0,1,0,6447,0.0,0,0,0,0.2297342761994725,0.0
0,0.0,5857,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,9,0,0,0,0.0,1.0,0.0,0,0,0.0,0,0,2019.068605787759,0.0,0,0,0,1,0,8186,0.0,0,0,0,0.0,0.0
0,0.0,8699,0,0,0,0,0,0,6044,0,0,0,0,0,0,0,1,0,0,0,0.0,0.1239927149676352,0.0,0,0,0.0,0,0,2019.1239927149677,0.0,0,0,0,1,0,3273,0.8760072850323648,0,0,0,0.0,0.0
0,0.0,6020,0,0,0,0,0,0,9337,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,2018.2296430068461,0.0,0,0,0,1,0,2649,0.0,0,0,0,0.38517849657690595,0.0
