girls,help,rating_R,cast,little,man,man,time,father,country,young,love,love,woman,rating_TV-G,rating_NR,home,rating_G,duration,black,life,life,rating_TV-MA,teen,good,rating_PG,old,series,rating_TV-Y,world,world,release_year,rating_TV-14,new,school,type,director,rating_TV-PG,christmas,rating_TV-Y7,rating_PG-13
0,0,1.0,3395,0,0,0,0,0,9753,0,0,0,0,0.0,0.0,0,0.0,90,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2013.0,0.0,0,0,0,2060,0.0,0,0.0,0.0
0,0,0.5891394894161749,4810,0,0,0,0,0,9337,0,0,0,0,0.0,0.0,0,0.0,127,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2003.038931232844,0.0,0,0,0,4493,0.4108605105838251,0,0.0,0.0
0,0,0.20878806636377145,4616,0,0,0,0,0,9337,0,0,0,0,0.0,0.0,0,0.0,114,0,0,0,0.0,0,0,0.7912119336362285,0,0,0.0,0,0,1975.3736358009087,0.0,0,0,0,6562,0.0,0,0.0,0.0
0,0,0.0,5939,0,0,0,0,0,6275,0,0,0,0,0.0,0.0,0,0.0,87,0,0,0,0.9200290916500189,0,0,0.0,0,0,0.0,0,0,2015.5201745499,0.0,0,0,0,3283,0.0,0,0.0,0.0799709083499811
0,0,1.0,4607,0,0,0,0,0,9337,0,0,0,0,0.0,0.0,0,0.0,129,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1993.0,0.0,0,0,0,1429,0.0,0,0.0,0.0
0,0,0.0,1294,0,0,0,0,0,1578,0,0,0,0,0.0,0.0,0,0.0,129,0,0,0,0.47811500233450044,0,0,0.0,0,0,0.0,0,0,1981.868690014007,0.5218849976654996,0,0,0,4268,0.0,0,0.0,0.0
0,0,0.7916319177909309,4039,0,0,0,0,0,7694,0,0,0,0,0.0,0.0,0,0.0,115,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2004.8728108208286,0.0,0,0,0,5948,0.2083680822090691,0,0.0,0.0
0,0,0.8214032938645828,4029,0,0,0,0,0,9337,0,0,0,0,0.0,0.0,0,0.0,109,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2003.1424527018332,0.0,0,0,0,2552,0.0,0,0.0,0.17859670613541723
0,0,0.8204246811673745,5629,0,0,0,0,0,9337,0,0,0,0,0.0,0.0,0,0.0,89,0,0,0,0.17957531883262545,0,0,0.0,0,0,0.0,0,0,2014.0774519129957,0.0,0,0,0,2016,0.0,0,0.0,0.0
0,0,0.0,4565,0,0,0,0,0,9337,0,0,0,0,0.0,0.0,0,0.0,165,0,0,0,0.0,0,0,0.8252713662576692,0,0,0.0,0,0,1981.0187585760737,0.0,0,0,0,8753,0.0,0,0.0,0.17472863374233083
0,0,0.0,8418,0,0,0,0,0,1414,0,0,0,0,0.0,0.0,0,0.0,98,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1970.3761812325642,0.3761812325641991,0,0,0,1535,0.6238187674358009,0,0.0,0.0
0,0,1.0,8989,0,0,0,0,0,9337,0,0,0,0,0.0,0.0,0,0.0,126,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1993.4383728930318,0.0,0,0,0,7805,0.0,0,0.0,0.0
0,0,1.0,4155,0,0,0,0,0,9337,0,0,0,0,0.0,0.0,0,0.0,118,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1998.0,0.0,0,0,0,9070,0.0,0,0.0,0.0
0,0,0.8699352921278138,2968,0,0,0,0,0,9337,0,0,0,0,0.0,0.0,0,0.0,77,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1979.8529118542483,0.13006470787218616,0,0,0,9895,0.0,0,0.0,0.0
0,0,0.6916740295231286,7559,0,0,0,0,0,9337,0,0,0,0,0.0,0.0,0,0.0,128,0,0,0,0.0,0,0,0.3083259704768714,0,0,0.0,0,0,1973.1582817933381,0.0,0,0,0,7791,0.0,0,0.0,0.0
0,0,0.9106372391740966,9271,0,0,0,0,0,9337,0,0,0,0,0.0,0.0,0,0.0,112,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1993.2467640453121,0.0,0,0,0,7476,0.0,0,0.0,0.08936276082590344
0,0,0.3349538613121411,5027,0,0,0,0,0,9337,0,0,0,0,0.0,0.0,0,0.0,89,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2003.9270762409537,0.0,0,0,0,9907,0.0,0,0.0,0.6650461386878589
0,0,1.0,8004,0,0,0,0,0,9337,0,0,0,0,0.0,0.0,0,0.0,105,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2004.0628867172447,0.0,0,0,0,5062,0.0,0,0.0,0.0
0,0,0.7097002385050588,3637,0,0,0,0,0,9337,0,0,0,0,0.0,0.0,0,0.0,121,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1990.1611990459799,0.0,0,0,0,7911,0.0,0,0.0,0.2902997614949412
0,0,0.2753867689183397,5194,0,0,0,0,0,9337,0,0,0,0,0.0,0.0,0,0.0,87,0,0,0,0.7246132310816603,0,0,0.0,0,0,0.0,0,0,2013.7676513905515,0.0,0,0,0,5874,0.0,0,0.0,0.0
0,0,0.2718738751915144,9312,0,0,0,0,0,9337,0,0,0,0,0.0,0.0,0,0.0,163,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1978.0405586362995,0.0,0,0,0,5030,0.7281261248084856,0,0.0,0.0
