girls,help,rating_R,cast,little,man,man,time,father,country,young,love,love,woman,rating_TV-G,rating_NR,home,rating_G,duration,black,life,life,rating_TV-MA,teen,good,rating_PG,old,series,rating_TV-Y,world,world,release_year,rating_TV-14,new,school,type,director,rating_TV-PG,christmas,rating_TV-Y7,rating_PG-13
0,0,1.0,9625,0,0,0,0,0,3944,0,0,0,0,0.0,0.0,0,0.0,105,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1992.0,0.0,0,0,0,6538,0.0,0,0.0,0.0
0,0,0.0,6331,0,0,0,0,0,4466,0,0,0,0,0.0,0.0,0,0.0,109,0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,1989.0,0.0,1,0,0,8087,0.0,0,0.0,0.0
0,0,0.0,4258,0,0,0,0,0,9337,0,0,0,1,0.0,0.0,0,0.0,108,0,0,0,0.0,0,0,1.0,0,0,0.0,0,0,1981.0,0.0,0,0,0,5335,0.0,0,0.0,0.0
0,0,0.0,7691,0,0,0,0,0,4466,0,0,0,0,0.0,0.0,0,0.0,133,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1981.0,1.0,0,0,0,4044,0.0,0,0.0,0.0
0,0,1.0,7776,0,0,0,0,0,9337,0,0,0,0,0.0,0.0,0,0.0,110,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,1987.0,0.0,0,0,0,5158,0.0,0,0.0,0.0
0,0,1.0,3606,0,0,0,0,0,9337,0,0,0,0,0.0,0.0,0,0.0,172,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2012.0,0.0,0,0,0,8434,0.0,0,0.0,0.0
0,0,1.0,4408,0,0,0,0,0,9337,0,0,0,0,0.0,0.0,0,0.0,95,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2013.0,0.0,0,0,0,1674,0.0,0,0.0,0.0
0,0,0.0,8808,0,0,0,0,0,6692,0,0,0,1,0.0,0.0,0,0.0,97,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1955.0,1.0,0,0,0,6115,0.0,0,0.0,0.0
0,0,1.0,6364,0,0,0,0,0,9337,0,0,0,0,0.0,0.0,0,0.0,88,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2012.0,0.0,0,0,0,8762,0.0,0,0.0,0.0
0,0,0.0,4102,0,0,0,0,0,9337,0,0,0,0,0.0,0.0,0,1.0,115,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1958.0,0.0,0,0,0,9848,0.0,0,0.0,0.0
0,0,0.0,4388,0,0,0,0,0,9337,0,0,0,0,0.0,0.0,0,0.0,85,0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,2018.0,0.0,0,0,0,4731,0.0,0,0.0,0.0
0,0,0.0,7072,0,0,0,0,0,6044,0,0,0,0,0.0,0.0,0,1.0,85,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1989.0,0.0,0,0,0,2600,0.0,0,0.0,0.0
0,0,0.0,8388,0,0,0,0,0,9337,0,0,0,0,0.0,0.0,0,0.0,104,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2000.0,0.0,0,0,0,8447,0.0,0,0.0,1.0
0,0,0.0,9862,0,0,0,0,0,9337,0,0,0,0,0.0,0.0,0,1.0,89,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1999.0,0.0,0,0,0,7827,0.0,0,0.0,0.0
0,0,0.0,5585,0,0,0,0,0,9337,0,0,0,0,0.0,0.0,0,0.0,81,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1996.0,0.0,0,0,0,7311,0.0,0,0.0,1.0
0,0,1.0,3355,0,0,0,0,0,6044,0,0,0,0,0.0,0.0,0,0.0,120,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1986.0,0.0,0,0,0,4540,0.0,0,0.0,0.0
0,0,0.0,4161,0,0,0,0,0,9337,0,0,0,0,0.0,0.0,0,0.0,83,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,2013.0,0.0,0,0,0,4524,0.0,0,0.0,1.0
0,0,0.0,4956,0,0,0,0,0,9337,0,0,0,0,0.0,0.0,0,0.0,100,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1995.0,0.0,0,0,0,1763,0.0,0,0.0,1.0
0,0,0.0,3622,0,0,0,0,0,8059,0,0,0,0,0.0,0.0,0,1.0,100,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1971.0,0.0,0,0,0,6689,0.0,0,0.0,0.0
0,0,0.0,9021,0,0,0,0,0,9337,0,0,0,0,0.0,0.0,0,0.0,91,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2014.0,0.0,0,0,0,1243,0.0,0,0.0,1.0
0,0,1.0,6443,0,0,0,0,0,6044,0,0,0,0,0.0,0.0,0,0.0,96,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2013.0,0.0,0,0,0,8547,0.0,0,0.0,0.0
0,0,1.0,8470,0,0,0,0,0,6582,0,0,0,0,0.0,0.0,0,0.0,104,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1982.0,0.0,0,1,0,6402,0.0,0,0.0,0.0
0,0,1.0,6847,0,0,0,0,0,9337,0,0,0,0,0.0,0.0,0,0.0,117,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1982.0,0.0,0,0,0,8879,0.0,0,0.0,0.0
0,0,0.0,7329,0,0,0,0,0,3278,0,0,0,0,0.0,0.0,0,0.0,110,0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,2012.0,0.0,0,0,0,1054,0.0,0,0.0,0.0
0,0,0.0,2665,0,0,0,0,0,9337,0,0,0,0,0.0,0.0,0,0.0,143,0,0,0,0.0,0,0,1.0,0,0,0.0,0,0,1992.0,0.0,0,0,0,6171,0.0,0,0.0,0.0
0,0,1.0,3414,0,0,0,0,0,9337,0,0,0,0,0.0,0.0,0,0.0,83,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1974.0,0.0,0,0,0,9909,0.0,0,0.0,0.0
0,0,0.0,1242,0,0,0,0,0,4466,0,0,0,0,0.0,0.0,0,0.0,133,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1981.0,1.0,0,0,0,7606,0.0,0,0.0,0.0
0,0,1.0,3824,0,0,0,0,0,5288,0,0,0,0,0.0,0.0,0,0.0,94,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2006.0,0.0,0,0,0,2573,0.0,0,0.0,0.0
0,0,0.0,6305,0,0,0,0,0,1325,0,0,0,0,0.0,0.0,0,0.0,137,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1979.0,0.0,0,0,0,6548,1.0,0,0.0,0.0
0,0,0.0,1511,0,0,0,0,0,9337,0,0,0,0,0.0,1.0,0,0.0,75,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2013.0,0.0,0,0,0,1786,0.0,0,0.0,0.0
0,0,1.0,6789,0,0,0,0,0,9337,0,0,0,0,0.0,0.0,0,0.0,101,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2008.0,0.0,0,0,0,7490,0.0,0,0.0,0.0
0,0,1.0,2866,0,0,0,0,0,4096,0,0,1,0,0.0,0.0,0,0.0,112,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1992.0,0.0,0,0,0,3748,0.0,0,0.0,0.0
