help,rating_R,cast,little,finds,time,high,high,family,father,country,young,rating_TV-G,love,love,woman,rating_NR,duration,life,life,rating_TV-MA,teen,rating_PG,old,series,rating_TV-Y,release_year,rating_TV-14,new,school,movie,type,director,rating_TV-PG,friends,girl,girl,rating_TV-Y7,rating_PG-13
0,0.0,1700,0,0,0,0,0,0,0,1325,0,0.0,0,0,0,0.0,119,0,1,0.0,0,0.0,0,0,0.0,2018.0,1.0,0,0,0,0,1103,0.0,0,0,0,0.0,0.0
0,0.0,7619,0,0,0,0,0,0,0,1325,0,0.0,0,0,0,0.0,127,0,0,0.0,0,0.0,0,0,0.0,2009.867113750276,1.0,0,0,0,0,6613,0.0,0,0,0,0.0,0.0
0,0.0,8344,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,131,0,0,0.0,0,0.06838176458509182,0,0,0.0,2017.3845641187343,0.0,1,0,0,0,1509,0.0,0,0,0,0.0,0.9316182354149082
0,0.0,6306,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,93,0,0,0.0,0,0.8620718941082806,0,0,0.0,2016.1379281058917,0.13792810589171944,0,0,0,0,5211,0.0,0,0,0,0.0,0.0
0,0.0,4135,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,88,0,0,0.9832174635181783,0,0.0,0,0,0.0,2019.0,0.0,0,0,0,0,9350,0.0,0,0,0,0.0,0.016782536481821708
0,0.0,1329,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,86,0,0,1.0,0,0.0,0,0,0.0,2015.0,0.0,0,0,0,0,5039,0.0,0,0,0,0.0,0.0
0,0.0,6535,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0.0,103,0,0,0.5245059064339221,0,0.0,0,0,0.0,2016.0,0.0,0,0,0,0,1944,0.0,0,0,0,0.0,0.47549409356607786
0,0.12151162974765639,5547,0,0,0,0,0,0,0,3543,0,0.0,0,0,0,0.0,94,0,0,0.0,0,0.0,0,0,0.0,2017.3924418512618,0.8784883702523436,0,0,0,0,4349,0.0,0,0,0,0.0,0.0
0,0.0,7817,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,75,0,0,0.0,0,1.0,0,0,0.0,2016.0,0.0,1,0,0,0,6955,0.0,0,0,0,0.0,0.0
0,0.4150754565597362,4377,0,0,0,0,0,0,0,4422,0,0.0,0,0,0,0.0,94,0,0,0.5849245434402638,0,0.0,0,0,0.0,2017.5849245434404,0.0,0,0,0,0,6629,0.0,0,0,0,0.0,0.0
0,1.0,2022,0,0,0,0,0,0,1,9337,1,0.0,0,0,0,0.0,105,0,0,0.0,0,0.0,0,0,0.0,2018.0,0.0,0,0,0,0,4047,0.0,0,0,1,0.0,0.0
0,0.0,5412,0,0,0,0,0,0,0,1325,0,0.0,0,0,0,0.0,147,0,0,0.0,0,0.0,0,0,0.0,1980.0,1.0,0,0,0,0,5900,0.0,0,0,0,0.0,0.0
0,0.0,1818,0,0,0,0,0,0,0,4096,0,0.0,0,0,0,0.0,117,0,0,0.0,0,0.0,0,0,0.0,2009.0,0.0,0,0,0,0,7609,0.0,0,0,0,0.0,1.0
0,0.0,9906,0,0,0,0,0,0,0,5935,0,0.0,0,0,0,0.0,100,0,0,1.0,0,0.0,0,0,0.0,2018.0,0.0,0,0,0,0,8542,0.0,0,0,0,0.0,0.0
0,0.0,6920,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0.0,117,0,0,0.0,0,0.0,0,0,0.0,2012.2871447040484,0.0,0,0,0,0,2927,0.0,0,0,0,0.0,1.0
0,0.0,5884,0,0,0,0,0,0,0,1856,0,0.0,0,0,0,0.0,99,0,0,1.0,0,0.0,0,0,0.0,2007.0,0.0,0,0,0,0,4939,0.0,0,0,0,0.0,0.0
0,0.37986767045714276,4551,0,0,0,0,0,0,1,9337,0,0.0,0,0,0,0.0,109,0,0,0.0,0,0.0,0,0,0.0,2016.7597353409142,0.0,0,0,0,0,4567,0.0,0,0,0,0.0,0.6201323295428572
0,0.0,8241,0,0,0,0,0,0,0,3325,0,0.0,1,0,0,0.0,103,0,0,0.0,0,0.0,0,0,0.0,2016.0,1.0,0,0,0,0,3364,0.0,0,0,0,0.0,0.0
0,1.0,1973,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0.0,100,0,0,0.0,0,0.0,0,0,0.0,2012.11028379509,0.0,0,0,0,0,7181,0.0,0,0,0,0.0,0.0
0,0.7498017261827329,7157,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0.0,109,0,0,0.2501982738172671,0,0.0,0,0,0.0,2011.001586190538,0.0,0,0,0,0,6385,0.0,0,0,0,0.0,0.0
0,1.0,9808,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,97,0,0,0.0,0,0.0,0,0,0.0,2019.0,0.0,0,0,0,0,3546,0.0,0,0,0,0.0,0.0
0,0.0,5938,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,106,0,0,0.45340278785607335,0,0.0,0,0,0.0,2014.1738195149926,0.0,0,0,0,0,3642,0.0,0,0,0,0.0,0.5465972121439266
0,0.0,4489,0,0,0,0,0,0,0,1325,0,0.0,0,0,0,0.0,100,0,0,0.0,0,0.0,0,0,0.0,2011.0,1.0,0,0,0,0,6742,0.0,0,0,0,0.0,0.0
0,0.0,2653,0,0,0,0,0,0,0,1325,0,0.0,0,0,0,0.0,148,0,0,0.0,0,0.0,0,0,0.0,2009.0,1.0,0,0,0,0,6516,0.0,0,0,0,0.0,0.0
0,0.0,7423,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,92,0,0,0.7810120819267484,0,0.0,0,0,0.0,2016.8101208192675,0.0,0,0,0,0,5487,0.0,1,0,0,0.0,0.21898791807325158
0,0.0,4978,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,103,0,0,0.7818732725429275,0,0.0,0,0,0.0,2014.0368594528863,0.0,0,0,0,0,3230,0.0,0,0,0,0.0,0.2181267274570725
