help,rating_R,cast,man,man,little,house,time,high,high,family,country,young,rating_TV-G,woman,story,american,rating_G,king,duration,black,life,life,rating_TV-Y7-FV,rating_TV-MA,teen,good,rating_PG,old,series,world,world,release_year,rating_TV-14,new,day,movie,type,group,director,christmas,friends,girl,girl,rating_NC-17,rating_PG-13
0,0.0,3743,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0,86,0,0,0,0.0,0.501185137937768,0,0,0.0,0,0,0,0,2019.0,0.498814862062232,0,0,0,0,0,1185,0,0,0,0,0.0,0.0
0,0.0,4447,0,0,0,0,0,0,0,0,7694,0,0.0,0,0,0,0.0,0,97,0,0,0,0.0,1.0,0,0,0.0,0,0,0,0,2008.152873135575,0.0,0,0,0,0,0,7010,0,0,0,0,0.0,0.0
0,0.0,2131,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0,82,0,0,0,0.0,0.0,0,0,1.0,0,0,0,0,2003.0,0.0,0,0,0,0,0,8295,0,0,0,1,0.0,0.0
0,0.099641823598134,6066,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0,128,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,2018.9039399404205,0.0,0,0,0,0,0,5389,0,0,0,0,0.0,0.900358176401866
0,0.0,1148,0,0,0,0,0,0,0,0,3325,0,0.0,0,0,0,0.0,0,106,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,2004.0,1.0,0,0,0,0,0,3908,0,0,0,0,0.0,0.0
0,0.0,8914,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0,73,0,0,0,0.0,0.8874387303489014,0,0,0.0,0,0,0,0,2016.5628063482554,0.0,0,0,0,0,0,1143,0,0,0,0,0.0,0.0
0,0.0,7772,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0,104,0,0,0,0.0,0.0,0,0,1.0,0,0,0,0,2011.0,0.0,0,0,0,0,0,5699,0,0,0,0,0.0,0.0
0,0.0,5886,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0.0,0,78,0,0,0,0.0,0.5872456410691065,0,0,0.0,0,0,0,0,2014.4597020517601,0.0,0,0,0,0,0,9808,0,0,0,0,0.0,0.4127543589308935
0,0.3301368850502845,2001,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0,95,0,0,0,0.0,0.6698631149497155,0,0,0.0,0,0,0,0,2012.7082204943463,0.0,0,0,0,0,0,9469,0,0,0,0,0.0,0.0
0,0.0,7578,0,0,0,0,0,0,0,0,7952,0,0.0,0,0,0,0.0,0,86,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,2012.5422121623158,0.9397542041871334,0,0,0,0,0,2910,0,0,0,0,0.0,0.0
0,0.9616435570918527,6419,0,0,0,0,0,0,0,0,3532,0,0.0,0,0,0,0.0,0,110,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,2014.1150693287245,0.038356442908147326,0,0,0,0,0,8311,0,0,0,0,0.0,0.0
0,0.0,7527,0,0,0,0,0,0,0,0,4034,0,0.03129752704595112,0,0,0,0.0,0,71,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,2019.0,0.0,0,0,0,0,0,5129,0,0,0,0,0.0,0.0
0,0.0,7641,0,0,0,0,0,0,0,0,1325,0,0.0,0,0,0,0.0,0,100,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,2013.0,1.0,0,0,0,0,0,5467,0,0,0,0,0.0,0.0
0,0.0,1010,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0,88,0,0,0,0.0,0.0,0,0,1.0,0,0,0,0,2001.0,0.0,0,0,0,0,0,3909,0,0,0,0,0.0,0.0
0,0.0,2471,0,0,0,0,0,0,0,0,3544,0,0.0,0,0,0,0.0,0,77,0,0,0,0.0,1.0,0,0,0.0,0,0,0,0,2015.0862050728683,0.0,0,0,0,0,0,4342,0,0,0,0,0.0,0.0
0,0.0,2908,0,0,0,0,0,0,0,0,3543,0,0.7049789405551093,0,0,0,0.0,0,82,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,2014.9348525838857,0.0,0,0,0,0,0,2676,0,0,0,0,0.0,0.0
0,0.0,7671,0,0,0,0,0,0,0,0,1325,0,0.0,0,0,0,0.0,0,124,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,2010.2461453922494,1.0,0,0,0,0,0,5952,0,0,0,0,0.0,0.0
0,0.5670930860139222,4424,0,0,0,0,0,0,0,0,6582,0,0.0,0,0,0,0.0,0,92,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,2002.7923244517494,0.43290691398607783,0,0,0,0,0,7755,0,0,0,0,0.0,0.0
0,0.0,4943,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0,26,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,2017.0,0.0,0,0,0,0,0,4033,1,0,0,0,0.0,0.0
0,0.0,2213,0,0,0,0,0,0,0,0,1325,0,0.0,0,0,0,0.0,0,115,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,2019.5735064465844,1.0,0,0,0,0,0,1145,0,0,0,0,0.0,0.0
0,0.0,4482,0,0,0,0,0,0,0,0,1325,0,0.0,0,0,0,0.0,0,103,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,2018.2415411842464,1.0,0,0,0,0,0,5374,0,0,0,0,0.0,0.0
0,0.0,7534,0,0,0,0,0,0,0,0,2576,0,0.0,0,0,0,0.0,0,90,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,2016.0,0.8079489528803848,0,0,0,0,0,3772,0,0,0,0,0.0,0.0
0,0.0,8761,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0,86,0,0,1,0.0,0.0,0,0,0.0,0,0,0,0,2020.0,0.0,0,0,0,0,0,6626,0,0,0,0,0.0,1.0
0,0.0,9377,0,0,0,0,0,0,0,0,6304,0,0.0,0,0,0,0.0,0,103,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,2015.0,1.0,0,0,0,0,0,7274,0,0,0,0,0.0,0.0
0,0.2920582042164641,7016,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0,98,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,2003.0,0.0,0,0,0,0,0,4112,0,0,0,0,0.0,0.7079417957835359
0,0.0,4285,0,0,0,0,0,0,0,0,9337,0,0.7510963944740716,0,0,0,0.0,0,99,0,0,0,0.0,0.24890360552592838,0,0,0.0,0,0,0,0,2019.253289183422,0.0,0,0,0,0,0,2221,0,0,0,0,0.0,0.0
0,0.21734210872550608,2815,0,0,0,0,0,0,0,0,7694,0,0.0,0,0,0,0.0,0,83,0,0,0,0.0,0.7826578912744939,0,0,0.0,0,0,0,0,2015.434684217451,0.0,0,0,0,0,0,8985,0,0,0,0,0.0,0.0
0,0.0,3066,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0,89,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,2004.0,0.38632163706536893,0,0,0,0,0,1767,0,0,0,0,0.0,0.6136783629346311
0,0.0,4051,0,0,0,0,0,0,0,0,4322,0,0.0,0,0,0,0.0,0,110,0,0,0,0.0,0.6123231199517944,0,0,0.0,0,0,0,0,2010.4890919204338,0.0,0,0,0,0,0,6191,0,0,0,0,0.0,0.38767688004820555
0,0.5581041511439532,6131,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0,99,0,0,0,0.0,0.4418958488560468,0,0,0.0,0,0,0,0,2013.0932709419924,0.0,1,0,0,0,0,4243,0,0,0,0,0.0,0.0
0,0.3288345572681416,6765,0,0,0,0,0,0,0,0,6044,0,0.0,0,0,0,0.0,0,107,0,0,0,0.0,0.6711654427318584,0,0,0.0,0,0,0,0,2016.3288345572682,0.0,0,0,0,0,0,4972,0,0,0,0,0.0,0.0
0,0.0,8753,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0,81,0,0,0,0.0,0.2594303953186412,0,0,0.0,0,0,0,0,2016.0,0.7405696046813588,0,0,0,0,0,3188,0,0,0,0,0.0,0.0
0,0.0,7247,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0,88,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,2010.0765531917953,0.0,0,0,0,0,0,9944,0,0,0,0,0.0,0.32057446803411516
0,0.0,9562,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0,88,0,0,0,0.0,0.0,0,0,0.8017318088798933,0,0,0,0,2010.982681911201,0.19826819112010674,0,0,0,0,0,1170,0,0,0,0,0.0,0.0
0,0.0,5597,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.7061452590322966,0,88,0,0,0,0.0,0.0,0,0,0.29385474096770337,0,0,0,0,2018.0,0.0,0,0,0,0,0,7704,0,0,0,0,0.0,0.0
0,0.0,3133,0,0,0,0,0,0,0,0,1818,0,0.0,0,0,0,0.0,0,113,0,0,0,0.0,0.13285427394790172,0,0,0.0,0,0,0,0,2018.4685829042085,0.8671457260520983,0,0,0,0,0,5345,0,0,0,0,0.0,0.0
0,0.0,6515,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0,91,0,0,0,0.0,0.0,0,0,0.9027966673050415,0,0,0,0,2007.4580499904243,0.0,0,0,0,0,0,5709,0,0,0,0,0.0,0.09720333269495851
0,0.0,4783,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0,96,0,0,0,0.0,0.929170727501935,0,0,0.0,0,0,0,0,2017.787512182506,0.07082927249806503,0,0,0,0,0,9568,0,0,0,0,0.0,0.0
0,0.1630008917591964,8148,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0,112,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,2019.6959928659264,0.8369991082408036,0,0,0,0,0,5483,0,0,0,0,0.0,0.0
0,0.0,5914,0,0,0,0,0,0,0,0,6347,0,0.0,0,0,0,0.0,0,102,0,0,0,0.0,1.0,0,0,0.0,0,0,0,0,2011.7390898917515,0.0,0,0,0,0,0,4712,0,0,0,0,0.0,0.0
0,0.9601733333993763,2136,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0,94,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,2012.561906667393,0.0,0,0,0,0,0,5552,0,0,0,0,0.0,0.03982666660062373
0,0.0,7702,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0,85,0,0,0,0.0,0.0,0,0,0.24026186249343195,0,0,0,0,2016.9610474499736,0.0,0,0,0,0,0,3858,0,0,0,0,0.0,0.0
0,0.0,3120,0,0,0,0,0,0,0,0,6301,0,0.0,0,0,0,0.0,0,108,0,0,0,0.0,0.7313665866475123,0,0,0.0,0,0,0,0,2008.686334133525,0.2686334133524877,0,0,0,0,0,5026,0,0,0,0,0.0,0.0
0,0.0,4727,0,0,0,0,0,0,0,0,1837,0,0.0,0,0,0,0.0,0,92,0,0,0,0.0,0.5038894603230184,0,0,0.0,0,0,0,0,2010.4494370158009,0.4961105396769816,0,0,0,0,0,9434,0,0,0,0,0.0,0.0
0,0.0,2597,0,0,0,0,0,0,0,0,6304,0,0.0,0,0,0,0.0,0,106,0,0,0,0.0,0.9531906854155976,0,0,0.0,0,0,0,0,2001.7021397187661,0.0,0,0,0,0,0,2269,0,0,0,0,0.0,0.0
0,0.0,2165,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0,86,0,0,0,0.0,0.0,0,0,0.7141688027388617,0,0,0,0,2007.0016367616558,0.28583119726113826,0,0,0,0,0,8297,0,0,0,0,0.0,0.0
0,0.0,8042,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,1.0,0,78,0,0,0,0.0,0.0,0,0,0.0,0,0,0,1,2009.0,0.0,0,0,0,0,0,3160,0,0,0,0,0.0,0.0
0,0.0,9161,0,0,0,0,0,0,0,0,1325,0,0.0,0,0,0,0.0,0,134,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,2008.6946808409443,0.47218845129367093,0,0,0,0,0,9523,0,0,0,0,0.0,0.0
0,0.0,1717,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0,105,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,2003.2339182925136,0.0,0,0,0,0,0,4089,0,0,0,0,0.0,1.0
0,0.0,8627,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0,87,0,0,0,0.0,0.7887459191335721,0,0,0.0,0,0,0,0,2013.7324755148015,0.0,0,0,0,0,0,2899,0,0,0,0,0.0,0.21125408086642794
0,1.0,7197,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0,97,0,0,1,0.0,0.0,0,0,0.0,0,0,0,0,1995.0,0.0,0,0,0,0,0,1818,0,0,0,0,0.0,0.0
0,0.7286232147892456,7732,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0,94,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,2005.6728267993096,0.0,0,0,0,0,0,5564,0,0,0,0,0.0,0.27137678521075437
0,0.0,7693,0,0,0,0,0,0,0,0,3543,0,0.0,0,0,0,0.0,0,85,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,2019.1126083047845,0.0,0,0,0,0,0,5880,0,0,0,0,0.0,0.0
0,0.0,6534,0,0,0,0,0,0,0,0,1325,0,0.0,0,0,0,0.0,0,121,0,0,0,0.0,0.6489895566940478,0,0,0.0,0,0,0,0,2013.5429268968583,0.3510104433059522,0,0,0,0,0,5944,0,0,0,0,0.0,0.0
0,0.0,6393,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0,100,0,0,1,0.0,0.0,0,0,1.0,0,0,0,0,2008.0,0.0,0,0,0,0,0,8818,0,0,0,0,0.0,0.0
0,0.0,4618,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0,89,0,0,0,0.0,0.0,0,0,0.7337428740662181,0,0,0,0,2015.1362001184634,0.0,0,0,0,0,0,8792,0,0,0,0,0.0,0.0
0,0.0,8408,0,0,0,0,0,0,0,0,9337,0,0.0,0,0,0,0.0,0,41,0,0,0,0.0,0.0,0,0,0.034313878036347334,0,0,0,0,2015.1029416341091,0.0,0,0,0,0,0,7176,0,0,0,0,0.0,0.0
0,0.0,2536,0,0,0,0,0,0,0,1,1325,0,0.0,0,0,0,0.0,0,179,0,0,0,0.0,0.10413321486979077,0,0,0.0,0,0,0,0,2004.7702646527864,0.8958667851302092,0,0,0,0,0,7982,0,0,0,0,0.0,0.0
0,0.0,7974,0,0,0,0,0,0,0,0,1325,0,0.0,0,0,0,0.0,0,102,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,2016.2410453280745,0.0,0,0,0,0,0,4369,0,0,0,0,0.0,0.0
